,Distribuidor,Fecha,Toneladas
2092,JRC - ICA,2019-10-18,40421.601712
2094,SODALES,2019-10-18,90485.452895
2095,URBANO,2019-10-18,75544.848569
2096,CODIJISA - CHIMBOTE,2019-10-19,66243.463966
2097,CODIJISA - TRUJILLO,2019-10-19,60583.888316
2098,DACIA - LIMA,2019-10-19,39755.765477
2099,DIJISA - HUANCAYO,2019-10-19,62582.13113
2100,DIPSA-ANDAHUAYLAS,2019-10-19,42170.337281
2101,FERROL,2019-09-25,54605.775994
2102,JRC - NAZCA,2019-09-25,6915.404104
2103,LA GENOVESA - MOQUEGUA,2019-09-25,3840.202365
2106,PATITA SAC,2019-09-25,33862.458296
2107,TCA SAC,2019-09-25,54241.744766
2108,DIJISA - AYACUCHO,2019-09-26,31616.795967
2109,ESTILOS,2019-09-26,16073.259865
2110,GRUPO SVS,2019-09-26,43280.177206
2111,MYL_HERMANOS,2019-09-26,179621.236415
2112,SIPAN - Y,2019-09-26,101596.65558
2113,CURTIS NORTE,2019-09-27,86316.941281
2114,LANCERO - PUCALLPA,2019-09-27,35297.088318
2116,PANAM,2019-09-27,163427.143
2117,AGA - JAEN,2019-09-28,108978.342366
2118,GIANELA,2019-09-28,315791.778264
2119,JRC - ICA,2019-09-28,73055.311107
2121,MOLISAC,2019-09-28,171750.034852
2122,STA APOLONIA - CH,2019-09-28,76580.631986
2123,CORPORACION_VEGA,2019-09-29,203252.755268
2124,LIDER - TRUJILLO,2019-09-29,0.008937
2125,5M DISTRIBUCIONES,2019-09-30,252636.940939
2126,DIPSA-ABANCAY,2019-09-30,33324.856016
2129,ECONOMYSA,2019-09-30,1599227.579461
2130,RODAMEOS,2019-09-30,251238.640654
2131,SODALES,2019-09-30,179547.937195
2132,CALLAYUC,2019-10-01,57765.990271
2133,DACIA - LIMA,2019-10-01,76538.502674
2135,LAGUI,2019-10-01,31905.73676
2136,ARCANGEL,2019-10-02,18152.104814
2137,DIPSA-AYACUCHO,2019-10-02,120705.475133
2138,JRC - ICA,2019-10-02,50601.354564
2140,DICOBELSA - LIMA,2019-10-03,116218.846699
2141,DISTRIBUIDORA CCM,2019-10-03,74791.821113
2142,DYCART,2019-10-03,1.343626
2143,GUMISA - HUARAZ,2019-10-03,50589.783621
2144,LA GENOVESA - ILO,2019-10-03,15492.835373
2145,LANCERO - HUANUCO,2019-10-03,11520.398986
2147,RICMAN,2019-10-04,67763.264706
2148,SAUL,2019-10-04,48804.856196
2149,TAMBOS LIMA,2019-10-04,176988.070689
2150,URBANO,2019-10-04,37783.909721
2151,CODIJISA - TRUJILLO,2019-10-05,34434.621565
2152,DIJISA - HUANCAYO,2019-10-05,52620.777977
2153,DIPSA-ANDAHUAYLAS,2019-10-05,74178.630735
2154,EDUSA,2019-10-05,232680.001246
2155,MARRACHE,2019-10-05,137475.639473
2158,CODIFER,2019-10-07,60041.076686
2160,DICOBELSA - LIMA,2019-10-07,84868.447754
2161,DIJISA - LIMA,2019-10-07,140902.864158
2162,EDUFARMA MERCADO,2019-10-07,312951.498688
2163,LANCERO - TINGO MARIA,2019-10-07,3432.439334
2164,SAN JUAN,2019-10-07,92147.37469
2166,TAYMI,2019-10-07,84540.930476
2167,VEGA - CENTRO,2019-10-07,85777.885275
2168,ZV,2019-10-07,116306.254166
2169,CODIJISA - PIURA,2019-10-08,69387.688875
2171,KONSUMASS,2019-10-08,90985.476306
2172,LA GENOVESA - MOQUEGUA,2019-10-08,13856.083562
2174,DIJISA - ICA,2019-10-09,55417.210875
2175,DROGUERIA SAN MARTIN,2019-10-09,144200.860795
2177,P&PJ CHINCHA,2019-10-09,37545.829199
2178,AGA - TARAPOTO,2019-10-10,190335.746541
2179,CASA GRANDE,2019-10-10,131700.851118
2180,DISART,2019-10-10,63223.96674
2181,EUROVA,2019-10-10,3618.117152
2182,LA GENOVESA - TACNA,2019-10-10,54384.27117
2183,LIDER - CHEPEN,2019-10-10,424020.317622
2184,CHUPACA BUSINESS,2019-10-11,208767.54951
2185,MYG,2019-10-11,2894.683534
2186,VEGA - NORTE,2019-10-11,172190.312998
2187,AGA - MOYOBAMBA,2019-10-12,39195.346024
2189,DIJISA - CHINCHA,2019-10-12,10298.228906
2190,FERROL,2019-10-12,46197.546079
2191,JRC - NAZCA,2019-10-12,20126.456402
2194,PATITA SAC,2019-10-12,88218.203352
2195,TCA SAC,2019-10-12,54251.628572
2196,CURTIS NORTE,2019-10-14,62448.65667
2197,LANCERO - PUCALLPA,2019-10-14,22449.089697
2199,PANAM,2019-10-14,62439.52
2200,AGA - JAEN,2019-10-15,47919.533913
2201,DIPSA-AYACUCHO,2019-10-15,247705.912298
2202,GIANELA,2019-10-15,226977.205632
2203,JRC - ICA,2019-10-15,61677.974868
2205,MOLISAC,2019-10-15,172093.869649
2207,STA APOLONIA - CH,2019-10-15,104114.621537
2208,VEGA - SUR,2019-10-15,52593.109779
2209,ALMACENES_SEVILLANO,2019-10-16,10496.104102
2210,CODIJISA - CHIMBOTE,2019-10-16,111133.092727
2211,CORPORACION_VEGA,2019-10-16,130883.547985
2212,DISTRIBUIDORA CCM,2019-10-16,322152.309765
2213,LIDER - TRUJILLO,2019-10-16,0.184201
2214,LYG-CD_SAC,2019-10-16,164408.898245
2215,TEMMY,2019-10-16,70062.357309
2216,DIPSA-ABANCAY,2019-10-17,74444.36497
2219,ECONOMYSA,2019-10-17,164393.290288
2220,RODAMEOS,2019-10-17,360110.978616
2221,SODALES,2019-10-17,120101.075785
2222,VEGA - ESTE,2019-10-17,73953.416251
2223,CALLAYUC,2019-10-18,90722.708859
2224,DACIA - LIMA,2019-10-18,68458.338032
2225,CURTIS ESTE,2019-09-25,198515.778574
2226,EUROVA,2019-09-25,91276.882427
2227,GIANELA,2019-09-25,147633.015807
2228,LANCERO - PUCALLPA,2019-09-25,48949.447969
2229,STA APOLONIA - CH,2019-09-25,184357.248586
2230,TAMBOS LIMA,2019-09-25,185770.960564
2231,DIPSA-AYACUCHO,2019-09-26,84074.273109
2233,STA APOLONIA - T,2019-09-26,320280.966498
2234,VEGA - SUR,2019-09-26,41201.274853
2235,AGA - TARAPOTO,2019-09-27,61108.968931
2238,DYCART,2019-09-27,139872.910621
2239,KONSUMASS,2019-09-27,89541.731596
2240,PATITA SAC,2019-09-28,30425.024596
2241,SAUL,2019-09-28,53887.659935
2242,MYG,2019-09-29,2880.0
2243,CODIJISA - TRUJILLO,2019-09-30,135014.527552
2244,GRUPO SVS,2019-09-30,177476.500682
2245,LANCERO - TINGO MARIA,2019-09-30,21248.311528
2247,RICMAN,2019-09-30,13443.663698
2248,CURTIS NORTE,2019-10-01,41883.903332
2249,DIJISA - LIMA,2019-10-01,88710.049427
2251,JRC - NAZCA,2019-10-01,53121.504775
2253,SAN JUAN,2019-10-01,49418.559742
2254,VEGA - NORTE,2019-10-01,-1440.019004
2256,ALMACENES_SEVILLANO,2019-10-02,0.002762
2257,GIANELA,2019-10-02,210785.496059
2258,LA GENOVESA - ILO,2019-10-02,8015.874409
2259,LANCERO - PUCALLPA,2019-10-02,37691.288714
2260,MOLISAC,2019-10-02,140680.337537
2262,STA APOLONIA - CH,2019-10-02,117975.928402
2263,TAMBOS LIMA,2019-10-02,126093.877084
2264,TCA SAC,2019-10-02,67620.289342
2265,DIPSA-AYACUCHO,2019-10-03,65273.796148
2266,STA APOLONIA - T,2019-10-03,174836.275587
2267,VEGA - SUR,2019-10-03,72732.638906
2269,AGA - TARAPOTO,2019-10-04,65901.311766
2272,DYCART,2019-10-04,191115.256114
2273,KONSUMASS,2019-10-04,126273.103459
2274,TEMMY,2019-10-04,64782.893128
2275,AGA - JAEN,2019-10-05,39931.846136
2277,SAUL,2019-10-05,76773.43145
2278,CODIJISA - CHIMBOTE,2019-10-07,43045.935769
2279,CODIJISA - TRUJILLO,2019-10-07,69456.348685
2280,GRUPO SVS,2019-10-07,73615.464575
2281,RICMAN,2019-10-07,1.095835
2282,DACIA - LIMA,2019-10-08,89261.059359
2283,JRC - NAZCA,2019-10-08,11840.622635
2284,VEGA - NORTE,2019-10-08,122621.899223
2286,ALMACENES_SEVILLANO,2019-10-09,192.128315
2287,DIJISA - HUANCAYO,2019-10-09,35683.049511
2288,EDUSA,2019-10-09,197337.427172
2289,ESTILOS,2019-10-09,21768.921451
2290,LA GENOVESA - ILO,2019-10-09,10000.1655
2291,LANCERO - PUCALLPA,2019-10-09,11889.696649
2292,MOLISAC,2019-10-09,192149.502054
2294,SIPAN - Y,2019-10-09,115703.27478
2295,TAMBOS LIMA,2019-10-09,212694.684813
2296,TCA SAC,2019-10-09,62584.564345
2297,FERROL,2019-10-10,69081.786563
2298,VEGA - SUR,2019-10-10,33040.447829
2300,AGA - MOYOBAMBA,2019-10-11,6290.526741
2302,KONSUMASS,2019-10-11,28983.972109
2304,TEMMY,2019-10-11,56602.39841
2305,ZV,2019-10-11,73138.272638
2306,5M DISTRIBUCIONES,2019-10-12,44448.129578
2307,AGA - JAEN,2019-10-12,13199.166165
2309,MELVIN MICHEL AL,2019-10-12,140228.830024
2310,CALLAYUC,2019-10-14,170365.918076
2311,CODIJISA - CHIMBOTE,2019-10-14,156759.383712
2312,DIJISA - ICA,2019-10-14,56501.772822
2313,DISART,2019-10-14,18400.363568
2315,JRC - ICA,2019-10-14,77180.843916
2316,LYG-CD_SAC,2019-10-14,87607.87968
2317,DACIA - LIMA,2019-10-15,126705.532795
2318,DISTRIBUIDORA CCM,2019-10-15,125609.257836
2319,LANCERO - HUANUCO,2019-10-15,6260.260948
2320,LIDER - CHEPEN,2019-10-15,423752.650481
2321,SODALES,2019-10-15,43635.121191
2322,VEGA - NORTE,2019-10-15,143282.390295
2323,CASA GRANDE,2019-10-16,110885.731952
2324,DIJISA - HUANCAYO,2019-10-16,72650.958225
2325,EDUSA,2019-10-16,194412.284182
2326,ESTILOS,2019-10-16,600.139136
2327,LA GENOVESA - ILO,2019-10-16,4460.060953
2328,LA GENOVESA - TACNA,2019-10-16,56268.509061
2329,MOLISAC,2019-10-16,145369.755912
2332,P&PJ CHINCHA,2019-10-16,22712.682225
2333,SIPAN - Y,2019-10-16,115200.310291
2334,TCA SAC,2019-10-16,96753.961365
2335,ARCANGEL,2019-10-17,38463.130821
2336,DIPSA-ANDAHUAYLAS,2019-10-17,12124.395494
2337,FERROL,2019-10-17,40565.331181
2339,AGA - MOYOBAMBA,2019-10-18,14956.723986
2340,CHUPACA BUSINESS,2019-10-18,128778.340849
2342,TEMMY,2019-10-18,130788.83088
2343,ZV,2019-10-18,94146.272118
2344,5M DISTRIBUCIONES,2019-10-19,85803.991601
2345,AGA - JAEN,2019-10-19,34960.842263
2347,EDUFARMA MERCADO,2019-10-19,456636.021725
2348,FERROL,2019-09-23,19640.972745
2349,JRC - NAZCA,2019-09-23,3740.556318
2351,MARRACHE,2019-09-24,53011.458863
2352,CALLAYUC,2019-09-25,85754.201369
2353,CURTIS NORTE,2019-09-25,107731.506562
2354,DISART,2019-09-25,66074.123563
2356,GIANELA,2019-09-26,270301.852428
2357,MYG,2019-09-26,21370.227967
2358,STA APOLONIA - CH,2019-09-26,216291.03512
2359,TAYMI,2019-09-26,128672.045105
2360,CODIJISA - CHIMBOTE,2019-09-27,86508.296471
2361,LYG-CD_SAC,2019-09-27,194466.878615
2363,STA APOLONIA - T,2019-09-27,227355.394264
2364,DIPSA-ABANCAY,2019-09-28,22932.14145
2365,MYL_HERMANOS,2019-09-28,217868.124242
2366,RODAMEOS,2019-09-28,269132.505785
2367,SODALES,2019-09-28,111687.152547
2368,URBANO,2019-09-28,146955.664761
2369,ARCANGEL,2019-09-30,81042.668519
2371,AGA - MOYOBAMBA,2019-10-01,7416.070391
2373,ALMACENES_SEVILLANO,2019-10-01,672.01514
2374,LA GENOVESA - ILO,2019-10-01,18556.802788
2375,LANCERO - TINGO MARIA,2019-10-01,14124.121437
2376,LIDER - TRUJILLO,2019-10-01,0.240415
2377,PATITA SAC,2019-10-01,101470.036734
2379,TAYMI,2019-10-01,87916.364934
2380,TCA SAC,2019-10-01,72000.990794
2381,TEMMY,2019-10-01,69253.132486
2382,ZV,2019-10-01,101372.544769
2383,5M DISTRIBUCIONES,2019-10-02,124056.413971
2386,VEGA - ESTE,2019-10-02,33189.172748
2387,LANCERO - PUCALLPA,2019-10-03,24482.773099
2388,MARRACHE,2019-10-03,78208.965172
2389,AGA - JAEN,2019-10-04,168332.522543
2390,DIPSA-AYACUCHO,2019-10-04,70956.908612
2391,DISART,2019-10-04,53626.679236
2392,JRC - ICA,2019-10-04,45714.405488
2395,VEGA - SUR,2019-10-04,44116.656238
2396,DISTRIBUIDORA CCM,2019-10-05,217104.999045
2397,DYCART,2019-10-05,0.60461
2398,LANCERO - HUANUCO,2019-10-05,35944.416788
2399,MYG,2019-10-05,864.403666
2400,DACIA - LIMA,2019-10-07,95465.158514
2402,DIPSA-ANDAHUAYLAS,2019-10-07,47768.232376
2403,LAGUI,2019-10-07,35328.2382
2404,MYL_HERMANOS,2019-10-07,286656.451532
2405,CASA GRANDE,2019-10-08,97100.608192
2406,LA GENOVESA - TACNA,2019-10-08,53348.775362
2409,CODIFER,2019-10-09,78933.149692
2410,DICOBELSA - LIMA,2019-10-09,203898.239156
2411,EDUFARMA MERCADO,2019-10-09,146263.710995
2412,GUMISA - HUARAZ,2019-10-09,27099.695813
2413,MELVIN MICHEL AL,2019-10-09,101509.560163
2414,SAN JUAN,2019-10-09,121996.715718
2415,VEGA - CENTRO,2019-10-09,50209.191635
2416,VEGA - NORTE,2019-10-09,137994.181659
2417,AGA - MOYOBAMBA,2019-10-10,23778.39479
2418,ALMACENES_SEVILLANO,2019-10-10,10076.323622
2419,LIDER - TRUJILLO,2019-10-10,0.206451
2420,RICMAN,2019-10-10,61363.222712
2421,TAMBOS LIMA,2019-10-10,220799.325671
2422,TCA SAC,2019-10-10,49916.589788
2423,TEMMY,2019-10-10,103593.684924
2424,5M DISTRIBUCIONES,2019-10-11,138017.181078
2425,DIJISA - ICA,2019-10-11,49429.514019
2428,DROGUERIA SAN MARTIN,2019-10-11,72230.412207
2429,ECONOMYSA,2019-10-11,67519.732939
2431,VEGA - ESTE,2019-10-11,64477.711604
2432,AGA - TARAPOTO,2019-10-12,67702.476898
2433,EUROVA,2019-10-12,26554.372435
2434,LANCERO - LA MERCED,2019-10-12,3240.102145
2435,LANCERO - PUCALLPA,2019-10-12,12033.391297
2437,CODIJISA - PIURA,2019-10-14,141181.959676
2438,CURTIS ESTE,2019-10-14,133255.885011
2439,DIJISA - CHINCHA,2019-10-14,23430.341804
2440,DISTRIBUIDORA CCM,2019-10-14,271360.705595
2442,DYCART,2019-10-14,3761.6065
2443,GUMISA - HUARAZ,2019-10-14,40385.761648
2444,KONSUMASS,2019-10-14,53603.909719
2445,LA GENOVESA - MOQUEGUA,2019-10-14,4368.077859
2446,LANCERO - HUANUCO,2019-10-14,4032.341546
2447,TAMBOS AQP,2019-10-14,55731.164302
2448,DIJISA - AYACUCHO,2019-10-15,66510.246301
2449,ESTILOS,2019-10-15,58865.301886
2450,GRUPO SVS,2019-10-15,33352.812844
2452,P&PJ CHINCHA,2019-10-15,19861.764826
2453,RICMAN,2019-10-15,70003.116292
2454,SAUL,2019-10-15,37557.4552
2455,SIPAN - Y,2019-10-15,234199.928826
2456,DACIA - LIMA,2019-10-16,100855.665343
2457,DIPSA-ANDAHUAYLAS,2019-10-16,101860.369348
2458,LAGUI,2019-10-16,38685.7056
2459,LIDER - CHEPEN,2019-10-16,183764.715337
2460,PANAM,2019-10-16,115328.216
2461,CHUPACA BUSINESS,2019-10-17,154261.372002
2462,LANCERO - LA MERCED,2019-10-17,16620.175815
2463,MOLISAC,2019-10-17,123484.819718
2465,CODIFER,2019-10-18,104685.293146
2466,CORPORACION_VEGA,2019-10-18,89052.477706
2467,DICOBELSA - LIMA,2019-10-18,136165.781075
2468,DIJISA - LIMA,2019-10-18,111618.511865
2469,EDUFARMA MERCADO,2019-10-18,797199.941272
2470,FERROL,2019-10-18,53821.004583
2471,LANCERO - TINGO MARIA,2019-09-24,15876.306034
2472,MOLISAC,2019-09-24,163827.897634
2475,STA APOLONIA - CH,2019-09-24,92278.327223
2476,TAYMI,2019-09-24,107096.354417
2477,ZV,2019-09-24,111225.588606
2478,CODIJISA - CHIMBOTE,2019-09-25,60911.920574
2479,CORPORACION_VEGA,2019-09-25,124332.794293
2480,LYG-CD_SAC,2019-09-25,994644.85493
2481,STA APOLONIA - T,2019-09-25,192462.306192
2482,DIPSA-ABANCAY,2019-09-26,122633.26276
2483,MARRACHE,2019-09-26,105167.085497
2484,RODAMEOS,2019-09-26,354795.531428
2485,SODALES,2019-09-26,146436.840127
2486,CALLAYUC,2019-09-27,130147.182827
2487,CASA GRANDE,2019-09-27,140893.397897
2488,DISART,2019-09-27,66746.931164
2489,LA GENOVESA - TACNA,2019-09-27,83497.340519
2490,ARCANGEL,2019-09-28,25189.407904
2491,MYG,2019-09-28,22485.31535
2493,MYL_HERMANOS,2019-09-30,189154.446581
2494,URBANO,2019-09-30,515234.962812
2495,CODIJISA - TRUJILLO,2019-10-01,72683.315816
2496,DIJISA - HUANCAYO,2019-10-01,29144.839993
2497,EDUSA,2019-10-01,177331.435581
2498,LANCERO - PUCALLPA,2019-10-01,16664.925179
2499,MARRACHE,2019-10-01,29822.836945
2500,AGA - JAEN,2019-10-02,29463.467332
2501,DISART,2019-10-02,105036.263138
2503,VEGA - NORTE,2019-10-02,157045.999877
2504,VEGA - SUR,2019-10-02,23268.577768
2507,ALMACENES_SEVILLANO,2019-10-03,9132.025774
2508,LANCERO - TINGO MARIA,2019-10-03,1564.230405
2509,LIDER - TRUJILLO,2019-10-03,0.538997
2511,TAYMI,2019-10-03,91610.87401
2512,TCA SAC,2019-10-03,67597.298526
2513,TEMMY,2019-10-03,67499.260903
2514,ZV,2019-10-03,134161.840232
2515,5M DISTRIBUCIONES,2019-10-04,179454.786934
2517,ECONOMYSA,2019-10-04,92940.197988
2519,STA APOLONIA - T,2019-10-04,228992.714453
2520,VEGA - ESTE,2019-10-04,76794.1667
2521,DACIA - LIMA,2019-10-05,64624.140598
2522,LAGUI,2019-10-05,33920.862091
2523,DISTRIBUIDORA CCM,2019-10-07,122071.077875
2524,DYCART,2019-10-07,40656.256045
2525,GUMISA - HUARAZ,2019-10-07,97830.85416
2526,LANCERO - HUANUCO,2019-10-07,14736.56882
2527,MYG,2019-10-07,2551.315433
2528,VEGA - NORTE,2019-10-07,246602.531661
2529,RICMAN,2019-10-08,4.834864
2530,SAUL,2019-10-08,39745.572381
2531,5M DISTRIBUCIONES,2019-10-09,107200.069736
2532,DIPSA-ANDAHUAYLAS,2019-10-09,147705.499834
2534,MYL_HERMANOS,2019-10-09,290672.474185
2535,LANCERO - LA MERCED,2019-10-10,5144.204794
2536,LANCERO - PUCALLPA,2019-10-10,22826.166743
2539,AGA - JAEN,2019-10-11,12495.353012
2540,CODIFER,2019-10-11,86505.593579
2542,DICOBELSA - LIMA,2019-10-11,104405.427386
2543,DIJISA - LIMA,2019-10-11,113379.482295
2544,DIPSA-AYACUCHO,2019-10-11,99853.910473
2545,EDUFARMA MERCADO,2019-10-11,266893.502587
2546,JRC - ICA,2019-10-11,33022.898539
2548,MELVIN MICHEL AL,2019-10-11,196141.8957
2550,SAN JUAN,2019-10-11,189724.471708
2551,VEGA - CENTRO,2019-10-11,47537.55377
2552,VEGA - SUR,2019-10-11,51244.881129
2553,ALMACENES_SEVILLANO,2019-10-12,2296.007782
2554,CODIJISA - PIURA,2019-10-12,142044.274294
2555,CURTIS ESTE,2019-10-12,171505.425887
2556,DISTRIBUIDORA CCM,2019-10-12,217400.415755
2557,DYCART,2019-10-12,18721.19152
2558,KONSUMASS,2019-10-12,26921.290062
2559,LA GENOVESA - MOQUEGUA,2019-10-12,1200.106985
2560,LANCERO - HUANUCO,2019-10-12,19584.443076
2561,LIDER - TRUJILLO,2019-10-12,0.477612
2562,TAMBOS AQP,2019-10-12,176724.889897
2563,TAMBOS LIMA,2019-10-12,615863.60883
2564,TEMMY,2019-10-12,60413.7556
2565,AGA - TARAPOTO,2019-10-14,169417.190901
2566,DACIA - LIMA,2019-10-14,95990.64674
2568,EUROVA,2019-10-14,42787.488135
2569,LAGUI,2019-10-14,241889.208934
2570,LIDER - CHEPEN,2019-10-14,213997.023663
2571,CHUPACA BUSINESS,2019-10-15,80249.126441
2574,CODIFER,2019-10-16,56961.394101
2575,DICOBELSA - LIMA,2019-10-16,209503.787666
2576,DIJISA - CHINCHA,2019-10-16,33714.97246
2577,DYCART,2019-10-16,2112.105438
2578,EDUFARMA MERCADO,2019-10-16,257021.019228
2579,FERROL,2019-10-16,36605.686816
2580,GUMISA - HUARAZ,2019-10-16,56013.860097
2581,JRC - NAZCA,2019-10-16,8921.317615
2582,LANCERO - HUANUCO,2019-10-16,31008.757492
2584,VEGA - CENTRO,2019-10-16,46073.766574
2585,DIJISA - AYACUCHO,2019-10-17,12614.407037
2586,ESTILOS,2019-10-17,37521.366893
2587,GRUPO SVS,2019-10-17,39186.281596
2588,RICMAN,2019-10-17,34003.861546
2589,SAUL,2019-10-17,65528.913061
2590,SIPAN - Y,2019-10-17,107293.626404
2591,TAMBOS LIMA,2019-10-17,200440.722121
2592,CURTIS NORTE,2019-10-18,71649.351075
2593,DIPSA-ANDAHUAYLAS,2019-10-18,40482.389655
2594,DROGUERIA SAN MARTIN,2019-10-18,369197.766515
2595,CURTIS ESTE,2019-09-27,172802.190219
2596,DIJISA - CHINCHA,2019-09-27,33838.027102
2597,LA GENOVESA - MOQUEGUA,2019-09-27,9536.067479
2598,MYG,2019-09-27,12804.91589
2599,RODAMEOS,2019-09-27,158312.539201
2600,URBANO,2019-09-27,44807.86482
2601,CODIJISA - TRUJILLO,2019-09-28,170683.353203
2602,GRUPO SVS,2019-09-28,98523.57317
2605,RICMAN,2019-09-28,70056.84217
2606,STA APOLONIA - T,2019-09-28,180912.047845
2607,LIDER - CHEPEN,2019-09-29,567658.15318
2608,CASA GRANDE,2019-09-30,667596.680169
2609,LA GENOVESA - ILO,2019-09-30,14409.100605
2610,LA GENOVESA - TACNA,2019-09-30,171766.796986
2611,LANCERO - LA MERCED,2019-09-30,16440.329759
2612,MOLISAC,2019-09-30,263558.562482
2616,CODIFER,2019-10-01,44605.52554
2617,CORPORACION_VEGA,2019-10-01,150058.406127
2618,DICOBELSA - LIMA,2019-10-01,154502.924957
2619,FERROL,2019-10-01,47477.549997
2620,GUMISA - HUARAZ,2019-10-01,17323.967053
2621,VEGA - CENTRO,2019-10-01,-4627.854689
2622,AGA - MOYOBAMBA,2019-10-02,8636.28003
2623,CODIJISA - TRUJILLO,2019-10-02,79005.897068
2625,LIDER - TRUJILLO,2019-10-02,0.250456
2626,TAMBOS AQP,2019-10-02,51639.778012
2627,TEMMY,2019-10-02,55726.079793
2628,5M DISTRIBUCIONES,2019-10-03,102277.211955
2629,CURTIS NORTE,2019-10-03,97489.444747
2632,ECONOMYSA,2019-10-03,33538.304196
2633,VEGA - ESTE,2019-10-03,86049.220155
2634,EUROVA,2019-10-04,108867.063648
2635,GIANELA,2019-10-04,75510.051429
2636,LANCERO - LA MERCED,2019-10-04,4784.267859
2637,LANCERO - PUCALLPA,2019-10-04,25249.839354
2638,MYG,2019-10-04,28505.054029
2639,STA APOLONIA - CH,2019-10-04,310433.114686
2640,CODIJISA - CHIMBOTE,2019-10-05,45358.823967
2641,DIPSA-AYACUCHO,2019-10-05,111201.958754
2642,JRC - ICA,2019-10-05,42576.6467
2643,LYG-CD_SAC,2019-10-05,469637.893757
2645,STA APOLONIA - T,2019-10-05,171386.126823
2646,VEGA - SUR,2019-10-05,62929.066755
2647,CASA GRANDE,2019-10-07,211197.055351
2648,DIJISA - AYACUCHO,2019-10-07,56890.055252
2649,DIJISA - HUANCAYO,2019-10-07,72706.217429
2650,EDUSA,2019-10-07,130130.696874
2651,ESTILOS,2019-10-07,3728.810965
2652,LA GENOVESA - TACNA,2019-10-07,54408.877066
2654,P&PJ CHINCHA,2019-10-07,60804.479964
2655,SAUL,2019-10-07,43916.479136
2656,SIPAN - Y,2019-10-07,90455.346015
2657,ARCANGEL,2019-10-08,11377.13919
2658,DIPSA-ANDAHUAYLAS,2019-10-08,45837.197455
2659,LAGUI,2019-10-08,148345.141712
2661,AGA - MOYOBAMBA,2019-10-09,11792.529087
2662,CHUPACA BUSINESS,2019-10-09,159804.4045
2663,LANCERO - TINGO MARIA,2019-10-09,5384.524602
2664,LIDER - TRUJILLO,2019-10-09,0.114335
2666,TAYMI,2019-10-09,50104.40296
2667,TEMMY,2019-10-09,83506.884294
2668,ZV,2019-10-09,137892.020901
2669,5M DISTRIBUCIONES,2019-10-10,180050.964633
2670,DIJISA - LIMA,2019-10-10,98088.53772
2673,EDUFARMA MERCADO,2019-10-10,279945.17029
2674,JRC - NAZCA,2019-10-10,29865.907597
2675,MELVIN MICHEL AL,2019-10-10,52477.469016
2677,SAN JUAN,2019-10-10,218718.340241
2678,VEGA - ESTE,2019-10-10,104541.263145
2679,CODIJISA - PIURA,2019-10-11,80641.013485
2680,CURTIS ESTE,2019-10-11,152053.750254
2681,LANCERO - PUCALLPA,2019-10-11,27689.446832
2682,MARRACHE,2019-10-11,46609.501098
2683,TAMBOS LIMA,2019-10-11,252647.051284
2684,CALLAYUC,2019-10-12,59541.43486
2685,DIJISA - ICA,2019-10-12,52398.107462
2686,DIPSA-AYACUCHO,2019-10-12,72576.87211
2687,DISART,2019-10-12,83168.323133
2688,DROGUERIA SAN MARTIN,2019-10-12,18724.217227
2690,JRC - ICA,2019-10-12,93224.012596
2691,VEGA - SUR,2019-10-12,45392.885795
2692,LIDER - CHEPEN,2019-10-13,81824.375587
2694,ECONOMYSA,2019-10-14,65290.244613
2695,SAUL,2019-10-14,34348.498229
2697,DIJISA - CHINCHA,2019-10-15,30310.073797
2698,DIPSA-ANDAHUAYLAS,2019-10-15,59006.347489
2699,LA GENOVESA - MOQUEGUA,2019-10-15,8232.038852
2700,LAGUI,2019-10-15,47197.676441
2701,MYL_HERMANOS,2019-10-15,337194.461181
2702,RODAMEOS,2019-10-15,106868.579961
2703,URBANO,2019-10-15,92373.154321
2704,CODIJISA - TRUJILLO,2019-10-16,78554.446196
2705,GRUPO SVS,2019-10-16,57136.519588
2706,CURTIS NORTE,2019-10-17,152690.714152
2707,EDUFARMA MERCADO,2019-10-17,1382696.980865
2708,MELVIN MICHEL AL,2019-10-17,86513.023944
2709,PANAM,2019-10-17,111583.52
2710,VEGA - NORTE,2019-10-17,269226.584627
2712,ALMACENES_SEVILLANO,2019-10-18,3936.125168
2713,LA GENOVESA - ILO,2019-10-18,17352.071245
2714,MOLISAC,2019-10-18,145773.352953
2715,PATITA SAC,2019-10-18,29261.122399
2716,STA APOLONIA - CH,2019-10-18,54057.609516
2717,TAMBOS LIMA,2019-10-18,491835.444901
2718,TAMBOS AQP,2019-09-24,166758.73749
2719,TAMBOS LIMA,2019-09-24,751280.19498
2720,TCA SAC,2019-09-24,47473.449731
2722,DIJISA - LIMA,2019-09-25,160227.1907
2723,DIPSA-AYACUCHO,2019-09-25,156590.25865
2725,ECONOMYSA,2019-09-25,141278.345672
2728,SAN JUAN,2019-09-25,102640.593266
2729,VEGA - ESTE,2019-09-25,82434.245509
2730,VEGA - SUR,2019-09-25,19766.31291
2731,AGA - TARAPOTO,2019-09-26,165334.690622
2732,ALMACENES_SEVILLANO,2019-09-26,0.781406
2733,CURTIS ESTE,2019-09-26,189129.878464
2735,DIJISA - CHINCHA,2019-09-26,40273.798676
2737,EUROVA,2019-09-26,37738.915983
2738,KONSUMASS,2019-09-26,71808.837471
2739,LANCERO - PUCALLPA,2019-09-26,9077.63115
