,Categoria,Fecha,Toneladas
1335,10 Toallas Femeninas,2021-06-11,5472699.1456
1336,01 Mascotas,2020-05-13,630.018
1337,02 Rollos de Cocina,2020-07-30,44.590865
1338,01 Higiénicos Masivos,2020-03-07,124.917268
1339,05 Pañales Bebe,2019-09-10,1843158.9082
1340,01 Mascarilla ,2021-06-01,75200.0
1341,05 Pañales Bebe,2020-10-26,2330180.1054
1342,38 Pañales Adultos,2021-02-01,137130.6656
1343,10 Toallas Femeninas,2019-10-13,175874.1712
1344,03 Servilletas Masivos,2019-09-30,28.775664
1345,11 Toallas Húmedas,2019-10-02,1689355.68
1346,01 Mascotas,2021-05-20,13471.974
1347,10 Toallas Femeninas,2020-04-16,8339138.88
1348,01 Higiénicos Masivos,2021-04-23,133.697978
1349,03 Servilletas Masivos,2021-05-26,6.335503
1350,04 Pañuelos Masivos,2021-06-19,0.087587
1351,11 Toallas Húmedas,2021-05-28,3568713.7056
1352,05 Pañales Bebe,2020-05-02,1552469.9846
1353,01 Mascarilla ,2020-09-24,6000.0
1354,01 Higiénicos Masivos,2019-09-06,158.017303
1355,10 Toallas Femeninas,2019-12-07,4264810.872
1356,02 Rollos de Cocina,2021-03-28,0.479077
1357,04 Pañuelos Masivos,2020-12-21,0.144516
1358,38 Pañales Adultos,2021-04-06,141720.176
1359,03 Servilletas Masivos,2021-02-23,6.987045
1360,05 Pañales Bebe,2020-04-11,1596844.0464
1361,01 Mascotas,2020-08-12,5310.018
1362,03 Servilletas Masivos,2020-08-21,7.509819
1363,10 Toallas Femeninas,2019-11-16,5106497.6432
1364,04 Pañuelos Masivos,2020-06-06,0.172172
1365,10 Toallas Femeninas,2020-05-20,7051865.2976
1366,05 Pañales Bebe,2021-06-03,1873684.516
1367,38 Pañales Adultos,2020-06-26,109190.2592
1368,38 Pañales Adultos,2020-12-29,350925.2576
1369,02 Rollos de Cocina,2020-03-03,25.621801
1370,02 Rollos de Cocina,2021-03-10,28.053949
1371,38 Pañales Adultos,2019-11-07,127810.112
1372,11 Toallas Húmedas,2021-04-24,3544149.8624
1373,05 Pañales Bebe,2019-10-11,1816826.204
1374,01 Higiénicos Masivos,2020-07-22,140.934463
1375,38 Pañales Adultos,2020-06-29,171115.7408
1376,02 Rollos de Cocina,2020-09-05,35.763782
1377,05 Pañales Bebe,2020-04-14,2280714.0862
1378,03 Servilletas Masivos,2021-02-20,5.617588
1379,01 Higiénicos Masivos,2021-01-24,2.266035
1380,04 Pañuelos Masivos,2020-12-06,0.002442
1381,38 Pañales Adultos,2020-12-26,116179.2544
1382,05 Pañales Bebe,2020-12-02,1194971.255
1383,10 Toallas Femeninas,2019-11-19,5166282.1584
1384,10 Toallas Femeninas,2020-05-23,6078188.7584
1385,04 Pañuelos Masivos,2020-06-03,0.112434
1386,03 Servilletas Masivos,2019-12-30,20.640889
1387,02 Rollos de Cocina,2020-09-08,38.159417
1388,01 Mascotas,2020-02-11,3690.018
1389,10 Toallas Femeninas,2021-01-10,779393.6704
1390,05 Pañales Bebe,2021-06-06,32869.8806
1391,11 Toallas Húmedas,2020-10-20,3093499.4368
1392,01 Higiénicos Masivos,2019-11-30,231.467479
1393,11 Toallas Húmedas,2020-10-17,2733907.2
1394,02 Rollos de Cocina,2020-09-02,34.422454
1395,04 Pañuelos Masivos,2020-12-03,0.084867
1396,05 Pañales Bebe,2019-10-14,1931016.7925
1397,01 Higiénicos Masivos,2020-07-19,1.075218
1398,11 Toallas Húmedas,2021-04-21,5520955.3096
1399,05 Pañales Bebe,2019-10-08,1229750.4468
1400,02 Rollos de Cocina,2021-03-07,0.1367
1401,11 Toallas Húmedas,2019-09-01,85591.712
1402,01 Higiénicos Masivos,2021-01-21,137.714101
1403,05 Pañales Bebe,2021-06-09,1723946.1506
1404,01 Mascotas,2021-04-07,1506.978
1405,02 Rollos de Cocina,2020-03-09,38.617889
1406,01 Mascotas,2020-10-03,37560.924
1407,01 Higiénicos Masivos,2020-01-24,138.056796
1408,05 Pañales Bebe,2020-12-05,1960980.583
1409,38 Pañales Adultos,2020-12-23,152759.3664
1410,10 Toallas Femeninas,2021-01-13,6608659.96
1411,01 Mascarilla ,2021-04-19,485200.0
1412,01 Mascotas,2020-02-14,3870.054
1413,01 Higiénicos Masivos,2020-07-28,36.837586
1414,04 Pañuelos Masivos,2019-12-09,0.160214
1415,38 Pañales Adultos,2020-05-05,311725.8848
1416,03 Servilletas Masivos,2020-08-27,7.951116
1417,04 Pañuelos Masivos,2019-12-03,0.146495
1418,03 Servilletas Masivos,2020-02-23,0.456746
1419,05 Pañales Bebe,2020-12-11,1841445.392
1420,11 Toallas Húmedas,2020-02-25,2262428.928
1421,05 Pañales Bebe,2019-10-17,1904883.0913
1422,01 Mascarilla ,2021-04-16,172000.0
1423,11 Toallas Húmedas,2021-04-18,96517.2352
1424,38 Pañales Adultos,2019-11-01,25076.992
1425,10 Toallas Femeninas,2019-11-22,5113104.04
1426,01 Mascarilla ,2020-10-18,4000.0
1427,04 Pañuelos Masivos,2020-06-09,0.063913
1428,03 Servilletas Masivos,2021-02-26,5.931142
1429,10 Toallas Femeninas,2020-07-14,5465342.3776
1430,01 Mascotas,2021-04-10,8940.96
1431,38 Pañales Adultos,2019-10-29,157327.6992
1432,04 Pañuelos Masivos,2019-12-06,0.182491
1433,01 Mascotas,2020-10-06,48099.618
1434,01 Higiénicos Masivos,2020-07-25,122.387369
1435,02 Rollos de Cocina,2020-03-12,67.562283
1436,03 Servilletas Masivos,2020-08-24,7.200771
1437,01 Mascarilla ,2021-04-22,166000.0
1438,05 Pañales Bebe,2021-06-12,2108428.1132
1439,01 Higiénicos Masivos,2020-01-21,135.842845
1440,02 Rollos de Cocina,2020-03-06,30.456762
1441,10 Toallas Femeninas,2021-01-16,6546446.3872
1442,03 Servilletas Masivos,2020-02-20,16.542268
1443,38 Pañales Adultos,2019-11-04,170749.2224
1444,01 Higiénicos Masivos,2021-03-17,139.598716
1445,11 Toallas Húmedas,2020-02-22,1717870.272
1446,05 Pañales Bebe,2020-12-08,1678333.0004
1447,11 Toallas Húmedas,2020-02-28,2271033.024
1448,02 Rollos de Cocina,2019-09-05,20.64204
1449,02 Rollos de Cocina,2021-05-01,0.919219
1450,04 Pañuelos Masivos,2021-01-27,0.147821
1451,05 Pañales Bebe,2020-06-05,2210737.9176
1452,10 Toallas Femeninas,2019-11-25,6225710.24
1453,01 Higiénicos Masivos,2020-09-18,169.15964
1454,10 Toallas Femeninas,2021-01-19,7984290.8368
1455,04 Pañuelos Masivos,2021-01-30,0.456668
1456,05 Pañales Bebe,2019-12-08,56381.8104
1457,38 Pañales Adultos,2020-01-07,162132.6656
1458,02 Rollos de Cocina,2021-05-07,36.240873
1459,10 Toallas Femeninas,2020-07-17,4788964.632
1460,01 Higiénicos Masivos,2021-03-23,127.250815
1461,04 Pañuelos Masivos,2021-02-05,0.076371
1462,11 Toallas Húmedas,2021-06-18,3307442.3728
1463,38 Pañales Adultos,2021-02-28,7935.904
1464,02 Rollos de Cocina,2020-11-02,26.519755
1465,01 Mascotas,2020-10-09,34053.876
1466,01 Mascotas,2020-04-06,3960.072
1467,10 Toallas Femeninas,2020-01-16,5676744.4176
1468,38 Pañales Adultos,2021-02-25,216453.1392
1469,03 Servilletas Masivos,2021-04-22,6.780383
1470,11 Toallas Húmedas,2019-10-29,1958589.792
1471,01 Higiénicos Masivos,2021-03-20,112.632387
1472,05 Pañales Bebe,2020-06-14,135894.0
1473,11 Toallas Húmedas,2021-01-08,3643698.624
1474,02 Rollos de Cocina,2020-12-14,64.175063
1475,05 Pañales Bebe,2020-01-25,1958624.2324
1476,01 Higiénicos Masivos,2021-05-10,116.685977
1477,01 Higiénicos Masivos,2019-09-08,3.240079
1478,10 Toallas Femeninas,2020-09-26,5186206.752
1479,03 Servilletas Masivos,2020-04-14,5.841609
1480,11 Toallas Húmedas,2020-07-06,2245727.36
1481,02 Rollos de Cocina,2020-12-20,5.090953
1482,38 Pañales Adultos,2020-03-12,97287.6064
1483,10 Toallas Femeninas,2020-02-07,5639820.0544
1484,03 Servilletas Masivos,2020-12-02,7.19804
1485,02 Rollos de Cocina,2019-10-29,24.301063
1486,11 Toallas Húmedas,2020-01-05,33120.0
1487,03 Servilletas Masivos,2021-06-06,0.293175
1488,10 Toallas Femeninas,2020-09-29,6960848.6592
1489,38 Pañales Adultos,2020-09-14,117016.432
1490,05 Pañales Bebe,2020-07-29,2037086.5846
1491,04 Pañuelos Masivos,2020-08-22,0.132129
1492,01 Higiénicos Masivos,2021-05-04,108.727455
1493,03 Servilletas Masivos,2019-10-11,17.894
1494,01 Mascarilla ,2020-12-31,86000.0
1495,04 Pañuelos Masivos,2020-02-18,0.179477
1496,10 Toallas Femeninas,2021-04-03,2706644.2848
1497,10 Toallas Femeninas,2021-03-28,218495.5584
1498,01 Higiénicos Masivos,2019-09-14,128.607223
1499,01 Mascotas,2020-12-19,42479.982
1500,03 Servilletas Masivos,2019-10-14,15.339079
1501,02 Rollos de Cocina,2020-12-17,83.967568
1502,11 Toallas Húmedas,2020-07-03,2346461.952
1503,38 Pañales Adultos,2020-03-15,256.0
1504,04 Pañuelos Masivos,2021-04-14,0.084812
1505,01 Higiénicos Masivos,2020-11-02,91.482753
1506,11 Toallas Húmedas,2020-07-09,2049044.512
1507,38 Pañales Adultos,2020-09-17,204943.024
1508,04 Pañuelos Masivos,2020-02-21,0.15635
1509,02 Rollos de Cocina,2019-10-26,20.272959
1510,03 Servilletas Masivos,2021-06-09,7.839259
1511,01 Higiénicos Masivos,2021-05-07,112.627598
1512,03 Servilletas Masivos,2019-10-08,11.104729
1513,05 Pañales Bebe,2020-01-22,2507306.993
1514,01 Higiénicos Masivos,2019-09-11,162.081547
1515,02 Rollos de Cocina,2021-06-21,22.241033
1516,03 Servilletas Masivos,2021-06-03,7.682456
1517,10 Toallas Femeninas,2021-03-31,10586027.0784
1518,05 Pañales Bebe,2020-07-26,30267.9628
1519,01 Higiénicos Masivos,2020-11-05,112.983215
1520,03 Servilletas Masivos,2020-06-05,7.033559
1521,03 Servilletas Masivos,2020-12-08,7.921371
1522,04 Pañuelos Masivos,2021-04-17,0.231574
1523,01 Higiénicos Masivos,2020-05-03,0.01061
1524,02 Rollos de Cocina,2020-06-17,41.995591
1525,10 Toallas Femeninas,2020-04-02,6838902.5984
1526,05 Pañales Bebe,2020-01-31,2229517.704
1527,11 Toallas Húmedas,2019-11-11,1765221.432
1528,04 Pañuelos Masivos,2020-10-16,0.118017
1529,38 Pañales Adultos,2021-03-19,94871.1968
1530,10 Toallas Femeninas,2020-10-05,5844752.2976
1531,05 Pañales Bebe,2021-03-21,59295.976
1532,01 Mascarilla ,2021-01-06,788400.0
1533,02 Rollos de Cocina,2020-06-20,52.381374
1534,04 Pañuelos Masivos,2020-02-24,0.16873
1535,03 Servilletas Masivos,2021-06-12,6.240016
1536,01 Higiénicos Masivos,2020-05-06,167.783114
1537,04 Pañuelos Masivos,2021-04-20,0.122677
1538,11 Toallas Húmedas,2021-01-02,1317036.7296
1539,38 Pañales Adultos,2021-03-13,224385.4816
1540,03 Servilletas Masivos,2019-10-17,17.353261
1541,05 Pañales Bebe,2020-01-28,2025314.0382
1542,02 Rollos de Cocina,2020-12-23,56.058916
1543,11 Toallas Húmedas,2019-11-14,2118153.464
1544,03 Servilletas Masivos,2020-12-05,6.362896
1545,03 Servilletas Masivos,2020-12-11,8.906427
1546,10 Toallas Femeninas,2020-03-30,6208079.1152
1547,01 Higiénicos Masivos,2020-11-08,1.89655
1548,05 Pañales Bebe,2021-03-18,1879637.683
1549,01 Mascarilla ,2021-01-09,80000.0
1550,10 Toallas Femeninas,2020-10-02,4795119.6752
1551,01 Mascotas,2020-06-19,22800.96
1552,01 Higiénicos Masivos,2020-05-09,141.074647
1553,38 Pañales Adultos,2020-09-11,141920.9664
1554,02 Rollos de Cocina,2020-06-23,55.812099
1555,05 Pañales Bebe,2021-03-24,4936565.9774
1556,04 Pañuelos Masivos,2020-10-13,0.075181
1557,11 Toallas Húmedas,2021-01-05,3711944.1856
1558,02 Rollos de Cocina,2019-12-20,25.579428
1559,38 Pañales Adultos,2021-03-16,297154.992
1560,01 Mascotas,2020-12-22,1200.96
1561,05 Pañales Bebe,2020-09-19,1805616.6908
1562,10 Toallas Femeninas,2020-04-08,5400448.752
1563,05 Pañales Bebe,2020-09-25,1787638.0336
1564,38 Pañales Adultos,2021-05-16,415.904
1565,11 Toallas Húmedas,2020-09-05,2663430.3168
1566,38 Pañales Adultos,2020-11-11,250041.5904
1567,05 Pañales Bebe,2020-03-23,1173899.8764
1568,10 Toallas Femeninas,2021-05-28,4293599.504
1569,03 Servilletas Masivos,2019-12-11,19.065442
1570,02 Rollos de Cocina,2021-02-16,31.173839
1571,01 Higiénicos Masivos,2020-05-12,183.441264
1572,01 Mascarilla ,2020-10-31,132000.0
1573,11 Toallas Húmedas,2021-03-10,5206336.7392
1574,01 Mascarilla ,2021-05-05,85600.0
1575,02 Rollos de Cocina,2020-06-26,43.031571
1576,01 Mascarilla ,2021-05-11,128400.0
1577,04 Pañuelos Masivos,2020-10-22,0.123835
1578,03 Servilletas Masivos,2020-06-14,0.03208
1579,01 Higiénicos Masivos,2019-11-08,152.395158
1580,38 Pañales Adultos,2019-09-23,115827.9808
1581,05 Pañales Bebe,2021-03-27,1895261.9486
1582,02 Rollos de Cocina,2019-12-23,19.480393
1583,10 Toallas Femeninas,2019-10-02,3956938.7168
1584,05 Pañales Bebe,2020-09-22,2309538.2544
1585,03 Servilletas Masivos,2020-06-08,7.621596
1586,38 Pañales Adultos,2019-10-01,89819.2544
1587,11 Toallas Húmedas,2020-01-19,72735.936
1588,05 Pañales Bebe,2019-11-17,38427.772
1589,01 Higiénicos Masivos,2019-11-16,139.959492
1590,38 Pañales Adultos,2021-05-24,132598.208
1591,01 Mascarilla ,2021-01-17,10000.0
1592,11 Toallas Húmedas,2021-03-12,4069197.2928
1593,01 Mascotas,2020-07-03,12093.858
1594,02 Rollos de Cocina,2020-10-18,0.608567
1595,10 Toallas Femeninas,2020-07-22,5470168.0144
1596,38 Pañales Adultos,2020-11-19,205406.2688
1597,02 Rollos de Cocina,2020-04-15,38.758599
1598,04 Pañuelos Masivos,2019-12-17,0.288914
1599,04 Pañuelos Masivos,2021-02-07,0.001934
1600,03 Servilletas Masivos,2020-06-16,8.373473
1601,10 Toallas Femeninas,2020-07-28,1063167.128
1602,02 Rollos de Cocina,2020-10-12,24.549628
1603,01 Higiénicos Masivos,2020-05-20,174.618118
1604,05 Pañales Bebe,2019-11-23,1633203.3422
1605,01 Higiénicos Masivos,2019-11-13,148.236258
1606,04 Pañuelos Masivos,2021-02-04,0.110622
1607,11 Toallas Húmedas,2020-09-10,2646686.4384
1608,03 Servilletas Masivos,2020-12-19,43.98977
1609,05 Pañales Bebe,2021-01-11,2230945.8934
1610,38 Pañales Adultos,2021-05-21,109595.936
1611,38 Pañales Adultos,2020-11-16,297329.504
1612,01 Mascotas,2020-07-06,6091.938
1613,11 Toallas Húmedas,2021-03-15,3113965.3472
1614,03 Servilletas Masivos,2020-06-19,9.285179
1615,02 Rollos de Cocina,2020-04-12,0.002179
1616,10 Toallas Femeninas,2020-07-25,5354292.7568
1617,04 Pañuelos Masivos,2021-02-10,0.156001
1618,10 Toallas Femeninas,2021-01-27,6413546.376
1619,38 Pañales Adultos,2020-11-22,3872.0
1620,03 Servilletas Masivos,2019-12-16,21.378432
1621,01 Higiénicos Masivos,2020-05-17,2.588883
1622,04 Pañuelos Masivos,2019-12-20,0.186257
1623,38 Pañales Adultos,2019-09-28,164931.9648
1624,02 Rollos de Cocina,2020-10-15,29.145263
1625,05 Pañales Bebe,2019-11-20,2183933.7714
1626,11 Toallas Húmedas,2020-01-22,2851493.248
1627,05 Pañales Bebe,2020-07-12,22433.9814
1628,04 Pañuelos Masivos,2020-02-10,0.155126
1629,01 Higiénicos Masivos,2021-01-13,163.975683
1630,10 Toallas Femeninas,2020-01-30,7031185.2688
1631,02 Rollos de Cocina,2019-10-15,21.483317
1632,04 Pañuelos Masivos,2020-08-14,0.158794
1633,10 Toallas Femeninas,2020-01-24,5991459.9424
1634,38 Pañales Adultos,2021-05-18,134777.7696
1635,02 Rollos de Cocina,2020-04-18,31.750401
1636,01 Mascotas,2021-02-26,22176.018
1637,03 Servilletas Masivos,2019-12-19,20.987616
1638,01 Higiénicos Masivos,2019-11-22,138.905291
1639,11 Toallas Húmedas,2020-07-17,2208153.28
1640,04 Pañuelos Masivos,2020-08-08,0.129314
1641,05 Pañales Bebe,2021-01-14,3275979.7202
1642,01 Mascarilla ,2021-03-10,136000.0
1643,04 Pañuelos Masivos,2021-02-13,0.062093
1644,38 Pañales Adultos,2020-03-29,2256.0
1645,03 Servilletas Masivos,2021-02-12,8.503722
1646,38 Pañales Adultos,2020-03-23,69972.4
1647,10 Toallas Femeninas,2021-03-20,5886906.8944
1648,38 Pañales Adultos,2019-09-25,151718.4032
1649,11 Toallas Húmedas,2020-01-13,2013390.72
1650,02 Rollos de Cocina,2021-06-10,41.679949
1651,03 Servilletas Masivos,2020-06-22,6.777497
1652,02 Rollos de Cocina,2019-10-18,33.415052
1653,05 Pañales Bebe,2021-01-17,24571.874
1654,03 Servilletas Masivos,2019-12-22,2.313055
1655,11 Toallas Húmedas,2020-01-16,1391242.656
1656,05 Pañales Bebe,2020-07-15,2375666.8944
1657,01 Mascotas,2021-02-23,44580.996
1658,01 Higiénicos Masivos,2021-01-10,5.910273
1659,10 Toallas Femeninas,2020-01-27,6704068.5904
1660,01 Higiénicos Masivos,2019-11-19,158.818426
1661,11 Toallas Húmedas,2020-07-20,2230236.032
1662,02 Rollos de Cocina,2019-10-12,20.162702
1663,04 Pañuelos Masivos,2020-08-11,0.087812
1664,01 Mascotas,2021-03-01,6089.058
1665,01 Mascarilla ,2021-03-13,167200.0
1666,02 Rollos de Cocina,2021-06-13,0.801491
1667,11 Toallas Húmedas,2021-03-09,3454585.5488
1668,03 Servilletas Masivos,2021-02-09,6.610673
1669,01 Higiénicos Masivos,2021-01-07,145.462036
1670,38 Pañales Adultos,2020-03-26,149051.5488
1671,02 Rollos de Cocina,2021-06-07,42.754664
1672,05 Pañales Bebe,2020-07-18,2013879.9112
1673,10 Toallas Femeninas,2020-07-31,7831324.496
1674,38 Pañales Adultos,2019-09-22,1327.904
1675,03 Servilletas Masivos,2019-12-25,0.135131
1676,11 Toallas Húmedas,2021-05-09,167211.6224
1677,38 Pañales Adultos,2019-11-22,128046.8224
1678,02 Rollos de Cocina,2020-12-12,53.683735
1679,02 Rollos de Cocina,2019-10-21,19.054575
1680,01 Mascotas,2020-09-02,1472.796
1681,11 Toallas Húmedas,2019-09-16,1372755.264
1682,04 Pañuelos Masivos,2021-04-09,0.205384
1683,02 Rollos de Cocina,2020-06-09,36.280508
1684,01 Mascotas,2021-03-04,18234.018
1685,05 Pañales Bebe,2020-01-17,3422119.1494
1686,01 Mascotas,2020-08-27,19473.84
1687,11 Toallas Húmedas,2020-03-20,1769338.848
1688,04 Pañuelos Masivos,2020-02-16,0.001958
1689,10 Toallas Femeninas,2021-03-26,5966831.32
1690,01 Higiénicos Masivos,2020-07-14,148.431844
1691,05 Pañales Bebe,2020-07-21,1819924.047
1692,02 Rollos de Cocina,2021-06-16,34.895021
1693,38 Pañales Adultos,2020-05-29,172145.7632
1694,01 Mascotas,2020-02-29,450.09
1695,03 Servilletas Masivos,2021-02-18,6.752113
1696,01 Higiénicos Masivos,2021-01-16,131.295373
1697,10 Toallas Femeninas,2020-09-21,7219960.6528
1698,02 Rollos de Cocina,2020-12-15,67.817183
1699,10 Toallas Femeninas,2021-04-23,5198847.2
1700,38 Pañales Adultos,2020-08-28,185066.288
1701,38 Pañales Adultos,2020-02-24,112173.056
1702,11 Toallas Húmedas,2020-07-29,2225518.528
1703,05 Pañales Bebe,2020-01-02,917169.27
1704,10 Toallas Femeninas,2020-10-19,6651957.536
1705,02 Rollos de Cocina,2021-01-06,54.670925
1706,02 Rollos de Cocina,2019-11-15,25.376144
1707,01 Mascotas,2021-05-31,4890.978
1708,01 Higiénicos Masivos,2021-04-17,85.39699
1709,05 Pañales Bebe,2020-07-06,2092814.9678
1710,03 Servilletas Masivos,2019-11-03,0.426555
1711,04 Pañuelos Masivos,2020-03-12,0.760153
1712,01 Mascotas,2020-11-29,1200.96
1713,03 Servilletas Masivos,2020-05-04,5.09719
1714,03 Servilletas Masivos,2020-12-25,0.044038
1715,05 Pañales Bebe,2021-01-08,2201986.916
1716,01 Higiénicos Masivos,2020-02-24,123.397055
1717,04 Pañuelos Masivos,2019-09-08,0.001844
1718,11 Toallas Húmedas,2020-01-25,1719994.976
1719,38 Pañales Adultos,2020-08-25,211856.0192
1720,04 Pañuelos Masivos,2021-05-04,0.102429
1721,11 Toallas Húmedas,2020-07-26,26516.0
1722,01 Higiénicos Masivos,2021-04-20,131.330938
1723,02 Rollos de Cocina,2021-01-09,41.971473
1724,05 Pañales Bebe,2020-01-05,19088.0
1725,10 Toallas Femeninas,2020-10-16,6010680.7824
1726,05 Pañales Bebe,2020-07-09,2105910.2144
1727,04 Pañuelos Masivos,2020-09-11,0.143848
1728,01 Higiénicos Masivos,2021-04-14,142.524144
1729,03 Servilletas Masivos,2019-10-31,29.291754
1730,38 Pañales Adultos,2021-02-27,393034.3904
1731,05 Pañales Bebe,2020-07-03,1838207.9762
1732,10 Toallas Femeninas,2021-04-20,5580418.3424
1733,11 Toallas Húmedas,2021-01-28,4622004.9152
1734,04 Pañuelos Masivos,2020-03-09,0.359561
1735,01 Mascarilla ,2021-01-20,1592400.0
1736,04 Pañuelos Masivos,2020-03-15,0.023958
1737,03 Servilletas Masivos,2020-12-22,17.196374
1738,01 Mascotas,2021-06-03,3600.0
1739,10 Toallas Femeninas,2020-02-27,5692395.3888
1740,02 Rollos de Cocina,2020-07-07,35.650878
1741,01 Higiénicos Masivos,2020-10-13,141.00799
1742,04 Pañuelos Masivos,2021-05-01,0.001342
1743,38 Pañales Adultos,2020-01-03,105068.2848
1744,02 Rollos de Cocina,2021-01-12,44.187739
1745,01 Mascotas,2020-06-02,360.072
1746,11 Toallas Húmedas,2020-07-23,2039591.136
1747,01 Mascotas,2020-12-05,22737.24
1748,05 Pañales Bebe,2021-03-01,1087940.2442
1749,04 Pañuelos Masivos,2020-11-05,0.141022
1750,01 Mascarilla ,2021-01-23,1200800.0
1751,38 Pañales Adultos,2021-02-21,1631.424
1752,11 Toallas Húmedas,2021-01-25,5205875.8464
1753,01 Higiénicos Masivos,2020-10-22,136.93571
1754,02 Rollos de Cocina,2020-01-06,31.854697
1755,01 Mascarilla ,2021-01-29,398400.0
1756,10 Toallas Femeninas,2020-10-22,5715406.6544
1757,02 Rollos de Cocina,2020-07-10,30.91224
1758,04 Pañuelos Masivos,2021-05-10,0.09117
1759,04 Pañuelos Masivos,2019-09-14,0.236793
1760,01 Higiénicos Masivos,2020-10-16,122.254001
1761,10 Toallas Femeninas,2020-04-19,9216.0
1762,05 Pañales Bebe,2020-01-11,1994831.7734
1763,03 Servilletas Masivos,2020-12-31,9.413648
1764,03 Servilletas Masivos,2019-11-06,19.944849
1765,11 Toallas Húmedas,2019-12-01,89853.792
1766,04 Pañuelos Masivos,2021-05-07,0.130764
1767,01 Mascotas,2020-12-08,69122.862
1768,04 Pañuelos Masivos,2020-11-02,0.0674
1769,01 Mascarilla ,2021-01-26,2142000.0
1770,01 Mascotas,2020-12-02,46980.0
1771,11 Toallas Húmedas,2021-01-22,3405805.888
1772,05 Pañales Bebe,2021-03-04,1642938.0734
1773,01 Higiénicos Masivos,2020-04-16,197.227985
1774,38 Pañales Adultos,2021-02-24,177350.5312
1775,02 Rollos de Cocina,2020-01-09,24.616996
1776,02 Rollos de Cocina,2020-07-13,36.472613
1777,10 Toallas Femeninas,2020-10-25,141301.0304
1778,04 Pañuelos Masivos,2019-09-11,0.248962
1779,10 Toallas Femeninas,2019-10-19,6149541.2336
1780,03 Servilletas Masivos,2020-06-25,5.566132
1781,38 Pañales Adultos,2020-08-22,176260.672
1782,01 Higiénicos Masivos,2020-10-19,134.423478
1783,03 Servilletas Masivos,2020-12-28,117.18927
1784,05 Pañales Bebe,2020-01-08,2396892.4608
1785,38 Pañales Adultos,2019-12-31,307720.6048
1786,10 Toallas Femeninas,2020-04-22,8294924.9712
1787,11 Toallas Húmedas,2019-12-04,1670036.416
1788,05 Pañales Bebe,2021-03-07,20727.9892
1789,03 Servilletas Masivos,2020-07-04,5.987641
1790,10 Toallas Femeninas,2019-10-22,4793126.9456
1791,05 Pañales Bebe,2020-09-02,2070868.2976
1792,01 Higiénicos Masivos,2019-10-16,142.41033
1793,03 Servilletas Masivos,2019-12-31,18.977444
1794,01 Mascarilla ,2020-11-26,24000.0
1795,10 Toallas Femeninas,2021-06-14,5151673.608
1796,01 Higiénicos Masivos,2020-04-25,130.415521
1797,02 Rollos de Cocina,2020-01-15,25.600881
1798,10 Toallas Femeninas,2021-06-20,173505.7856
1799,38 Pañales Adultos,2020-04-22,133965.1808
1800,10 Toallas Femeninas,2020-12-16,5801007.4576
1801,38 Pañales Adultos,2020-10-25,1728.0
1802,01 Higiénicos Masivos,2020-04-19,2.969882
1803,04 Pañuelos Masivos,2020-05-06,0.071996
1804,11 Toallas Húmedas,2021-03-27,2919431.1648
1805,01 Mascarilla ,2020-11-20,60000.0
1806,38 Pañales Adultos,2021-04-29,307051.6992
1807,10 Toallas Femeninas,2020-04-25,8032306.2112
1808,01 Higiénicos Masivos,2021-06-14,120.01331
1809,11 Toallas Húmedas,2020-09-22,2421216.032
1810,01 Mascotas,2020-06-08,3779.982
1811,02 Rollos de Cocina,2021-03-08,32.274279
1812,11 Toallas Húmedas,2021-05-29,3005806.6016
1813,02 Rollos de Cocina,2019-11-10,0.435248
1814,01 Mascotas,2020-08-13,47438.658
1815,10 Toallas Femeninas,2020-10-14,6039366.6336
1816,04 Pañuelos Masivos,2019-09-03,0.272305
1817,01 Higiénicos Masivos,2020-06-21,0.363168
1818,38 Pañales Adultos,2020-05-06,362838.4704
1819,01 Higiénicos Masivos,2020-12-24,88.043669
1820,03 Servilletas Masivos,2020-09-02,8.226361
1821,04 Pañuelos Masivos,2020-03-07,0.309619
1822,10 Toallas Femeninas,2020-10-08,6471161.224
1823,11 Toallas Húmedas,2020-04-06,2317222.432
1824,05 Pañales Bebe,2020-07-01,2383615.476
1825,01 Higiénicos Masivos,2020-06-27,148.093827
1826,03 Servilletas Masivos,2021-03-07,0.096197
1827,04 Pañuelos Masivos,2021-04-23,0.111743
1828,11 Toallas Húmedas,2020-04-09,150400.96
1829,11 Toallas Húmedas,2019-10-06,94180.48
1830,01 Mascotas,2020-08-07,19653.876
1831,04 Pañuelos Masivos,2021-04-29,0.177612
1832,38 Pañales Adultos,2019-11-02,72825.9808
1833,02 Rollos de Cocina,2020-06-29,19.096281
1834,38 Pañales Adultos,2019-11-08,187845.1072
1835,04 Pañuelos Masivos,2020-10-28,0.149256
1836,10 Toallas Femeninas,2020-10-17,5458240.176
1837,01 Higiénicos Masivos,2019-12-30,173.667746
1838,38 Pañales Adultos,2020-11-05,170321.7088
1839,11 Toallas Húmedas,2020-10-06,2342576.3584
1840,05 Pañales Bebe,2021-02-27,5208217.9242
1841,01 Mascotas,2020-02-12,3690.018
1842,10 Toallas Femeninas,2021-06-06,263482.2848
1843,01 Higiénicos Masivos,2021-02-17,119.400724
1844,03 Servilletas Masivos,2021-05-01,0.319775
1845,11 Toallas Húmedas,2020-04-03,1666077.664
1846,05 Pañales Bebe,2021-02-24,2744877.237
1847,01 Higiénicos Masivos,2020-06-30,225.72962
1848,04 Pañuelos Masivos,2019-09-06,0.241102
