,Distribuidor,Fecha,Cantidad
7191,P&PJ CHINCHA,2019-11-22,3648.23
7192,PATITA SAC,2019-11-22,2064.75
7193,SIPAN - Y,2019-11-22,8067.63
7194,CASA GRANDE,2019-11-23,6075.15
7195,DIJISA - AYACUCHO,2019-11-23,640.5
7196,ESTILOS,2019-11-23,283.67
7197,LA GENOVESA - TACNA,2019-11-23,2379.0
7198,MYL_HERMANOS,2019-11-23,12658.5
7200,P&PJ CHINCHA,2019-11-23,3016.17
7201,SIPAN - Y,2019-11-23,5066.25
7202,AGA - JAEN,2019-11-25,1375.25
7203,AGA - MOYOBAMBA,2019-11-25,606.13
7204,CHUPACA BUSINESS,2019-11-25,1610.43
7205,JRC - NAZCA,2019-11-25,551.13
7207,LIDER - TRUJILLO,2019-11-25,180.5
7209,TEMMY,2019-11-25,3051.67
7210,VEGA - NORTE,2019-11-25,4863.21
7211,5M DISTRIBUCIONES,2019-11-26,918.82
7212,ALMACENES_SEVILLANO,2019-11-26,2363.0
7215,ECONOMYSA,2019-11-26,3972.49
7217,TCA SAC,2019-11-26,1472.38
7218,VEGA - ESTE,2019-11-26,2390.71
7219,CALLAYUC,2019-11-27,4361.79
7222,LANCERO - PUCALLPA,2019-11-27,1270.16
7223,RODAMEOS,2019-11-27,5303.0
7224,CALLAYUC,2019-11-28,7027.0
7226,DACIA - LIMA,2019-11-28,1324.23
7228,DIPSA-AYACUCHO,2019-11-28,4317.35
7229,JRC - ICA,2019-11-28,1186.29
7230,VEGA - SUR,2019-11-28,1154.34
7231,DISTRIBUIDORA CCM,2019-11-29,48077.0
7232,DYCART,2019-11-29,20874.0
7233,LANCERO - HUANUCO,2019-11-29,167.53
7235,GUMISA - HUARAZ,2019-11-30,5265.27
7236,LA GENOVESA - ILO,2019-11-30,69.92
7237,RODAMEOS,2019-11-30,510.0
7238,SAUL,2019-11-30,3472.81
7239,URBANO,2019-11-30,17392.36
7240,CODIJISA - TRUJILLO,2019-12-02,1271.44
7242,DIJISA - LIMA,2019-12-03,773.17
7243,EDUFARMA MERCADO,2019-12-03,6833.04
7244,LA GENOVESA - ILO,2019-12-03,122.37
7245,LANCERO - LA MERCED,2019-12-03,73.25
7246,MELVIN MICHEL AL,2019-12-03,11654.83
7248,SAN JUAN,2019-12-03,2842.3
7251,CODIFER,2019-12-04,1721.29
7252,CODIJISA - PIURA,2019-12-04,7522.38
7253,CURTIS ESTE,2019-12-04,694.78
7254,DICOBELSA - LIMA,2019-12-04,2934.15
7255,TAMBOS LIMA,2019-12-04,6282.76
7256,VEGA - CENTRO,2019-12-04,2852.61
7257,DIJISA - ICA,2019-12-05,431.63
7259,DROGUERIA SAN MARTIN,2019-12-05,2330.13
7261,KONSUMASS,2019-12-05,5351.8
7262,STA APOLONIA - T,2019-12-05,5010.33
7263,TAMBOS AQP,2019-12-05,2380.22
7264,AGA - TARAPOTO,2019-12-06,1522.83
7265,LA GENOVESA - TACNA,2019-12-06,1111.43
7266,LIDER - CHEPEN,2019-12-06,449.63
7267,P&PJ CHINCHA,2019-12-06,4835.81
7268,CASA GRANDE,2019-12-07,10574.2
7270,EUROVA,2019-12-07,13269.88
7271,LA GENOVESA - TACNA,2019-12-07,1207.25
7272,MYG,2019-12-07,1130.45
7273,AGA - MOYOBAMBA,2019-12-09,382.28
7274,GRUPO SVS,2019-12-09,3331.17
7275,JRC - NAZCA,2019-12-09,455.41
7277,CASA GRANDE,2019-12-10,9726.63
7278,CURTIS NORTE,2019-12-10,207.23
7279,DIJISA - AYACUCHO,2019-12-10,582.63
7280,ESTILOS,2019-12-10,975.62
7281,LA GENOVESA - TACNA,2019-12-10,1785.45
7283,PANAM,2019-12-10,864.67
7284,TEMMY,2019-10-17,1945.77
7285,ZV,2019-10-17,6902.61
7286,5M DISTRIBUCIONES,2019-10-18,1813.28
7287,AGA - JAEN,2019-10-18,4814.08
7288,VEGA - SUR,2019-10-18,1152.08
7290,AGA - MOYOBAMBA,2019-10-19,513.38
7291,MARRACHE,2019-10-19,1875.97
7293,TEMMY,2019-10-19,1810.01
7294,ZV,2019-10-19,5056.48
7295,DACIA - LIMA,2019-10-21,1577.14
7296,DISTRIBUIDORA CCM,2019-10-21,83460.0
7297,LANCERO - HUANUCO,2019-10-21,229.88
7298,LIDER - TRUJILLO,2019-10-21,377.5
7299,MARRACHE,2019-10-21,2562.06
7300,MYG,2019-10-21,467.58
7301,TAYMI,2019-10-21,19669.41
7302,CASA GRANDE,2019-10-22,40167.67
7303,DISART,2019-10-22,2591.04
7304,ECONOMYSA,2019-10-22,4744.41
7305,JRC - ICA,2019-10-22,1214.83
7306,LA GENOVESA - TACNA,2019-10-22,1421.63
7308,VEGA - ESTE,2019-10-22,2713.62
7309,DACIA - LIMA,2019-10-23,1279.9
7310,DIPSA-ANDAHUAYLAS,2019-10-23,3221.5
7311,DISTRIBUIDORA CCM,2019-10-23,49283.63
7312,LANCERO - HUANUCO,2019-10-23,387.5
7313,AGA - MOYOBAMBA,2019-10-24,464.48
7314,CASA GRANDE,2019-10-24,15938.89
7315,LA GENOVESA - TACNA,2019-10-24,1429.96
7319,TCA SAC,2019-10-24,1615.63
7320,DIPSA-ANDAHUAYLAS,2019-10-25,1180.25
7321,EDUFARMA MERCADO,2019-10-25,6972.0
7322,MELVIN MICHEL AL,2019-10-25,10017.25
7323,AGA - MOYOBAMBA,2019-10-26,727.0
7324,LANCERO - LA MERCED,2019-10-26,11.75
7325,PATITA SAC,2019-10-26,2287.04
7326,MELVIN MICHEL AL,2019-10-27,8313.63
7327,CODIJISA - PIURA,2019-10-28,18378.85
7328,LANCERO - LA MERCED,2019-10-28,302.13
7329,LIDER - TRUJILLO,2019-10-28,163.0
7330,TAMBOS AQP,2019-10-28,6670.97
7332,DIJISA - ICA,2019-10-29,398.83
7333,DIJISA - LIMA,2019-10-29,597.04
7335,DROGUERIA SAN MARTIN,2019-10-29,2766.25
7336,ECONOMYSA,2019-10-29,4843.25
7338,JRC - ICA,2019-10-29,1355.62
7341,SAN JUAN,2019-10-29,2940.36
7342,VEGA - ESTE,2019-10-29,3334.04
7343,CURTIS ESTE,2019-10-30,653.03
7344,DACIA - LIMA,2019-10-30,1311.01
7345,DIJISA - CHINCHA,2019-10-30,813.79
7346,DISTRIBUIDORA CCM,2019-10-30,44714.0
7347,EUROVA,2019-10-30,15784.5
7348,LANCERO - HUANUCO,2019-10-30,363.58
7349,LIDER - CHEPEN,2019-10-30,308.33
7350,TAMBOS AQP,2019-10-30,3735.02
7351,CHUPACA BUSINESS,2019-10-31,6035.94
7353,DIPSA-AYACUCHO,2019-10-31,1878.12
7354,ECONOMYSA,2019-10-31,10928.43
7355,ESTILOS,2019-10-31,400.73
7356,P&PJ CHINCHA,2019-10-31,4031.92
7358,SIPAN - Y,2019-10-31,14112.62
7360,DIPSA-ANDAHUAYLAS,2019-11-01,1832.5
7361,DIJISA - AYACUCHO,2019-11-02,153.63
7362,SAUL,2019-11-02,3009.27
7363,CORPORACION_VEGA,2019-11-03,1826.08
7364,DIJISA - AYACUCHO,2019-11-04,193.49
7365,GRUPO SVS,2019-11-04,1295.09
7366,LANCERO - LA MERCED,2019-11-04,78.25
7367,RICMAN,2019-11-04,809.0
7368,CALLAYUC,2019-11-05,8754.08
7369,CODIFER,2019-11-05,2338.85
7370,CORPORACION_VEGA,2019-11-05,2166.66
7371,CURTIS NORTE,2019-11-05,223.19
7373,DICOBELSA - LIMA,2019-11-05,2353.31
7374,DIJISA - ICA,2019-11-05,834.5
7375,DIJISA - LIMA,2019-11-05,857.93
7376,DROGUERIA SAN MARTIN,2019-11-05,7142.74
7377,LYG-CD_SAC,2019-11-05,7330.0
7378,SAN JUAN,2019-11-05,4340.4
7379,VEGA - CENTRO,2019-11-05,3888.32
7380,CURTIS ESTE,2019-11-06,583.8
7381,DIPSA-ABANCAY,2019-11-06,570.85
7382,EUROVA,2019-11-06,32762.0
7383,GIANELA,2019-11-06,5765.29
7384,RODAMEOS,2019-11-06,6133.0
7385,SODALES,2019-11-06,6001.27
7386,STA APOLONIA - CH,2019-11-06,4609.54
7387,TAMBOS AQP,2019-11-06,1885.59
7388,TAMBOS LIMA,2019-11-06,10006.67
7390,DIJISA - LIMA,2019-11-07,718.6
7391,P&PJ CHINCHA,2019-11-07,4543.04
7392,SAN JUAN,2019-11-07,4735.83
7393,AGA - TARAPOTO,2019-11-08,869.0
7394,ARCANGEL,2019-11-08,3765.63
7395,CURTIS ESTE,2019-11-08,731.52
7396,DIJISA - CHINCHA,2019-11-08,1280.21
7398,EUROVA,2019-11-08,42071.88
7399,GIANELA,2019-11-08,8145.13
7400,KONSUMASS,2019-11-08,2337.43
7401,RODAMEOS,2019-11-08,4172.0
7402,CHUPACA BUSINESS,2019-11-09,2052.42
7403,DIJISA - AYACUCHO,2019-11-09,700.23
7404,CODIJISA - TRUJILLO,2019-11-11,7159.76
7405,DIJISA - AYACUCHO,2019-11-11,513.63
7406,GRUPO SVS,2019-11-11,7382.41
7407,CASA GRANDE,2019-11-18,8838.08
7408,DIJISA - HUANCAYO,2019-11-18,542.06
7409,EDUSA,2019-11-18,1449.43
7410,LA GENOVESA - ILO,2019-11-18,33.88
7411,LA GENOVESA - TACNA,2019-11-18,1882.94
7414,ARCANGEL,2019-11-19,3662.71
7416,AGA - MOYOBAMBA,2019-11-20,654.6
7417,MARRACHE,2019-11-20,1442.5
7418,PATITA SAC,2019-11-20,3204.92
7420,TEMMY,2019-11-20,2842.11
7421,ZV,2019-11-20,4448.94
7422,5M DISTRIBUCIONES,2019-11-21,930.8
7423,AGA - JAEN,2019-11-21,661.29
7425,DISART,2019-11-21,4521.43
7427,LANCERO - TINGO MARIA,2019-11-22,337.2
7428,LIDER - TRUJILLO,2019-11-22,113.0
7429,MARRACHE,2019-11-22,1803.03
7431,TAYMI,2019-11-22,20671.84
7432,DISART,2019-11-23,3428.61
7434,ECONOMYSA,2019-11-23,4184.59
7435,JRC - ICA,2019-11-23,1337.76
7438,VEGA - ESTE,2019-11-23,2408.99
7439,DISTRIBUIDORA CCM,2019-11-24,7152.0
7440,CASA GRANDE,2019-11-25,7735.5
7441,DIPSA-AYACUCHO,2019-11-25,5008.71
7442,ECONOMYSA,2019-11-25,3666.58
7443,LA GENOVESA - TACNA,2019-11-25,1693.94
7446,STA APOLONIA - T,2019-11-25,12608.07
7448,DIPSA-ANDAHUAYLAS,2019-11-26,4307.21
7449,DYCART,2019-11-26,13418.88
7450,AGA - MOYOBAMBA,2019-11-27,2064.83
7452,PATITA SAC,2019-11-27,5840.7
7453,SAUL,2019-11-27,2753.75
7454,5M DISTRIBUCIONES,2019-11-28,1779.73
7455,CODIFER,2019-11-28,2002.99
7456,DICOBELSA - LIMA,2019-11-28,2065.48
7457,EDUFARMA MERCADO,2019-11-28,7368.38
7458,GUMISA - HUARAZ,2019-11-28,774.17
7459,MELVIN MICHEL AL,2019-11-28,14950.38
7460,MYL_HERMANOS,2019-11-28,16414.25
7461,VEGA - CENTRO,2019-11-28,2169.25
7462,LANCERO - LA MERCED,2019-11-29,121.33
7463,LIDER - TRUJILLO,2019-11-29,137.0
7464,PATITA SAC,2019-11-29,3985.83
7465,RICMAN,2019-11-29,10071.0
7466,CODIFER,2019-11-30,1683.98
7468,DICOBELSA - LIMA,2019-11-30,3295.92
7469,DIJISA - ICA,2019-11-30,518.37
7470,DIJISA - LIMA,2019-11-30,836.25
7472,DROGUERIA SAN MARTIN,2019-11-30,2238.25
7473,ECONOMYSA,2019-11-30,4465.38
7474,JRC - ICA,2019-11-30,1707.2
7476,SAN JUAN,2019-11-30,6032.59
7477,VEGA - CENTRO,2019-11-30,6947.78
7478,VEGA - ESTE,2019-11-30,2059.82
7480,DIJISA - LIMA,2019-12-02,752.83
7481,DIPSA-AYACUCHO,2019-12-02,3036.92
7483,ECONOMYSA,2019-12-02,3826.14
7485,P&PJ CHINCHA,2019-12-02,372.62
7487,SAN JUAN,2019-12-02,2933.63
7488,VEGA - ESTE,2019-12-02,1379.43
7489,VEGA - SUR,2019-12-02,1235.12
7490,AGA - TARAPOTO,2019-12-03,439.58
7491,CURTIS ESTE,2019-12-03,487.74
7493,DIJISA - CHINCHA,2019-12-03,1730.43
7495,DYCART,2019-12-03,30378.5
7496,EUROVA,2019-12-03,22391.5
7497,KONSUMASS,2019-12-03,7828.15
7498,CHUPACA BUSINESS,2019-12-04,1595.36
7499,DIPSA-AYACUCHO,2019-12-04,6251.06
7500,SAUL,2019-12-04,2751.28
7502,DICOBELSA - LIMA,2019-12-05,1915.56
7503,DYCART,2019-12-05,24053.0
7504,EDUFARMA MERCADO,2019-12-05,6118.01
7505,GUMISA - HUARAZ,2019-12-05,1206.18
7506,LA GENOVESA - MOQUEGUA,2019-12-05,168.96
7507,LAGUI,2019-12-05,3483.0
7509,PANAM,2019-12-05,297.41
7510,VEGA - CENTRO,2019-12-05,2710.31
7511,DIJISA - AYACUCHO,2019-12-06,331.1
7512,GRUPO SVS,2019-12-06,627.06
7513,LANCERO - LA MERCED,2019-12-06,174.17
7514,RICMAN,2019-12-06,2888.0
7515,SAUL,2019-12-06,2789.58
7516,CODIFER,2019-12-07,1881.17
7517,CORPORACION_VEGA,2019-12-07,2478.92
7518,CURTIS NORTE,2019-12-07,215.01
7519,DICOBELSA - LIMA,2019-12-07,2133.91
7520,DIJISA - LIMA,2019-12-07,753.56
7521,DROGUERIA SAN MARTIN,2019-12-07,2310.93
7522,GUMISA - HUARAZ,2019-12-07,6080.52
7523,JRC - NAZCA,2019-12-07,242.65
7524,SAN JUAN,2019-12-07,3957.74
7525,VEGA - CENTRO,2019-12-07,3011.01
7526,CURTIS NORTE,2019-12-09,222.12
7528,DIJISA - LIMA,2019-12-09,1208.38
7529,SAN JUAN,2019-12-09,1392.68
7530,AGA - TARAPOTO,2019-12-10,1286.75
7531,LA GENOVESA - MOQUEGUA,2020-02-21,91.88
7533,PATITA SAC,2020-02-21,3969.96
7534,STA APOLONIA - T,2020-02-21,3289.42
7535,DIJISA - AYACUCHO,2020-02-22,339.01
7536,ESTILOS,2020-02-22,615.73
7537,GRUPO SVS,2020-02-22,449.96
7538,MYL_HERMANOS,2020-02-22,11892.75
7539,P&PJ CHINCHA,2020-02-22,2346.69
7540,SIPAN - Y,2020-02-22,8181.25
7541,CHUPACA BUSINESS,2020-02-24,3988.59
7543,MOLISAC,2020-02-24,4465.89
7544,VEGA - NORTE,2020-02-24,5313.63
7545,AGA - MOYOBAMBA,2020-02-25,2045.63
7546,ALMACENES_SEVILLANO,2020-02-25,3048.0
7547,CORPORACION_VEGA,2020-02-25,1534.75
7548,FERROL,2020-02-25,2217.47
7549,JRC - NAZCA,2020-02-25,263.75
7550,LIDER - TRUJILLO,2020-02-25,307.25
7551,LYG-CD_SAC,2020-02-25,6115.0
7553,TCA SAC,2020-02-25,1201.49
7554,TEMMY,2020-02-25,1782.08
7555,5M DISTRIBUCIONES,2020-02-26,2248.6
7557,DIPSA-ABANCAY,2020-02-26,210.88
7560,ECONOMYSA,2020-02-26,4680.22
7561,VEGA - ESTE,2020-02-26,2509.94
7563,CALLAYUC,2020-02-27,5460.17
7565,CURTIS NORTE,2020-02-27,176.66
7567,LANCERO - PUCALLPA,2020-02-27,1265.81
7568,AGA - JAEN,2020-02-28,866.63
7569,ARCANGEL,2020-02-28,10861.78
7570,DIPSA-AYACUCHO,2020-02-28,4106.46
7571,GIANELA,2020-02-28,3330.38
7572,JRC - ICA,2020-02-28,1685.61
7574,STA APOLONIA - CH,2020-02-28,2035.79
7575,VEGA - SUR,2020-02-28,981.35
7576,CODIJISA - CHIMBOTE,2020-02-29,1518.05
7577,DISTRIBUIDORA CCM,2020-02-29,26536.0
7578,DYCART,2020-02-29,14458.88
7579,GUMISA - HUARAZ,2020-02-29,3175.18
7580,LANCERO - HUANUCO,2020-02-29,186.85
7581,LYG-CD_SAC,2020-02-29,12523.25
7582,CODIJISA - TRUJILLO,2020-03-02,2226.24
7583,DACIA - LIMA,2020-03-02,1374.84
7584,DIJISA - HUANCAYO,2020-03-02,131.58
7585,DIPSA-ANDAHUAYLAS,2020-03-02,1882.23
7586,EDUSA,2020-03-02,1373.97
7587,LAGUI,2020-03-02,1258.0
7588,ARCANGEL,2020-03-03,2454.58
7589,LANCERO - LA MERCED,2020-03-03,30.63
7593,CODIFER,2020-03-04,2020.94
7594,DICOBELSA - LIMA,2020-03-04,2329.26
7595,DIJISA - LIMA,2020-03-04,819.63
7596,EDUFARMA MERCADO,2020-03-04,8100.08
7597,LA GENOVESA - ILO,2020-03-04,94.25
7598,LANCERO - TINGO MARIA,2020-03-04,170.35
7599,SAN JUAN,2020-03-04,3409.88
7601,TAYMI,2020-03-04,16791.38
7602,VEGA - CENTRO,2020-03-04,1735.06
7603,ZV,2020-03-04,1825.82
7604,CODIJISA - PIURA,2020-03-05,5260.15
7605,CURTIS ESTE,2020-03-05,419.94
7607,KONSUMASS,2020-03-05,5246.41
7608,TAMBOS AQP,2020-03-05,5021.74
7609,TAMBOS LIMA,2020-03-05,9748.64
7610,DIJISA - ICA,2020-03-06,1131.82
7611,DROGUERIA SAN MARTIN,2020-03-06,1395.53
7612,MARRACHE,2020-03-06,5562.87
7613,AGA - TARAPOTO,2020-03-07,386.5
7614,DISART,2020-03-07,2680.67
7615,EUROVA,2020-03-07,37428.67
7616,LA GENOVESA - TACNA,2020-03-07,1210.75
7617,LIDER - CHEPEN,2020-03-07,334.6
7619,DIJISA - CHINCHA,2020-03-09,1713.98
7621,PATITA SAC,2020-03-09,2959.41
7622,STA APOLONIA - T,2020-03-09,6511.25
7623,DIJISA - AYACUCHO,2020-03-10,459.08
7624,ESTILOS,2020-03-10,343.57
7625,GRUPO SVS,2020-03-10,589.33
7626,MYL_HERMANOS,2020-03-10,12757.88
7627,P&PJ CHINCHA,2020-03-10,5411.3
7628,SIPAN - Y,2020-03-10,8153.61
7629,CASA GRANDE,2020-03-11,6362.71
7630,CURTIS NORTE,2020-03-11,156.38
7631,LA GENOVESA - TACNA,2020-03-11,1123.58
7633,PANAM,2020-03-11,342.38
7634,AGA - JAEN,2020-03-12,1791.29
7635,CHUPACA BUSINESS,2020-03-12,3492.27
7637,MOLISAC,2020-03-12,9770.48
7638,VEGA - NORTE,2020-03-12,6359.62
7639,VEGA - SUR,2020-03-12,1785.85
7640,AGA - MOYOBAMBA,2020-03-13,603.25
7641,ALMACENES_SEVILLANO,2020-03-13,2591.0
7642,CORPORACION_VEGA,2020-03-13,5818.35
7643,FERROL,2020-03-13,4433.1
7644,JRC - NAZCA,2020-03-13,845.08
7645,LIDER - TRUJILLO,2020-03-13,749.75
7646,LYG-CD_SAC,2020-03-13,9025.0
7648,TCA SAC,2020-03-13,4993.18
7649,TEMMY,2020-03-13,2870.08
7650,5M DISTRIBUCIONES,2020-03-14,534.83
7651,DIPSA-ABANCAY,2020-03-14,1885.58
7653,MYL_HERMANOS,2019-12-04,15985.63
7654,CHUPACA BUSINESS,2019-12-05,1628.38
7655,EDUFARMA MERCADO,2019-12-06,5583.04
7656,JRC - NAZCA,2019-12-06,590.63
7657,MELVIN MICHEL AL,2019-12-06,7114.0
7659,VEGA - NORTE,2019-12-06,4027.36
7660,ALMACENES_SEVILLANO,2019-12-07,1602.13
7661,DIJISA - AYACUCHO,2019-12-07,566.57
7662,DIJISA - HUANCAYO,2019-12-07,823.87
7663,EDUSA,2019-12-07,1287.96
7664,PATITA SAC,2019-12-07,1639.11
7665,SIPAN - Y,2019-12-07,5367.21
7666,TAMBOS LIMA,2019-12-07,7876.57
7667,TCA SAC,2019-12-07,1158.82
7669,AGA - TARAPOTO,2019-12-09,3104.74
7670,LANCERO - TINGO MARIA,2019-12-09,329.31
7672,TAYMI,2019-12-09,13963.79
7673,ZV,2019-12-09,3798.52
7674,AGA - JAEN,2019-12-10,746.5
7676,DIJISA - LIMA,2019-12-10,720.97
7679,SAN JUAN,2019-12-10,3250.29
7681,CODIJISA - PIURA,2019-12-11,13397.8
7682,CURTIS ESTE,2019-12-11,674.55
7683,DIJISA - CHINCHA,2019-12-11,1160.28
7684,LA GENOVESA - MOQUEGUA,2019-12-11,76.63
7685,RODAMEOS,2019-12-11,6981.0
7686,URBANO,2019-12-11,978.72
7687,GRUPO SVS,2019-12-12,8419.19
7689,RICMAN,2019-12-12,3016.0
7690,DACIA - LIMA,2019-12-13,1221.71
7692,LIDER - CHEPEN,2019-12-13,550.25
7693,PANAM,2019-12-13,1206.31
7694,VEGA - NORTE,2019-12-13,4525.9
7696,LA GENOVESA - ILO,2019-12-14,306.25
7697,MOLISAC,2019-12-14,4633.4
7699,PATITA SAC,2019-12-14,1799.18
7700,TCA SAC,2019-12-14,1270.48
7701,CORPORACION_VEGA,2019-12-15,1704.56
7702,DICOBELSA - LIMA,2019-12-15,2536.86
7703,CODIJISA - TRUJILLO,2019-12-16,2062.6
7705,AGA - JAEN,2019-12-17,1532.21
7706,CURTIS NORTE,2019-12-17,154.78
7709,ALMACENES_SEVILLANO,2019-12-18,888.38
7710,EUROVA,2019-12-18,23960.0
7711,GIANELA,2019-12-18,5863.07
7712,LANCERO - LA MERCED,2019-12-18,51.25
7713,MYG,2019-12-18,825.62
7714,STA APOLONIA - CH,2019-12-18,5410.02
7715,CODIJISA - CHIMBOTE,2019-12-19,1549.61
7716,LYG-CD_SAC,2019-12-19,5390.0
7718,STA APOLONIA - T,2019-12-19,9988.07
7719,DACIA - LIMA,2019-12-20,1714.07
7721,DIPSA-ABANCAY,2019-12-20,848.4
7723,KONSUMASS,2019-12-20,1467.47
7724,SODALES,2019-12-20,9661.75
7725,TAMBOS AQP,2019-12-20,6130.49
7727,CASA GRANDE,2019-12-21,7212.87
7728,DIJISA - AYACUCHO,2019-12-21,792.68
7729,DIJISA - HUANCAYO,2019-12-21,869.84
7730,EDUSA,2019-12-21,1451.78
7731,ESTILOS,2019-12-21,988.0
7732,LA GENOVESA - TACNA,2019-12-21,1359.32
7734,P&PJ CHINCHA,2019-12-21,3082.35
7735,SIPAN - Y,2019-12-21,6754.83
7736,ARCANGEL,2019-12-22,1518.4
7738,AGA - MOYOBAMBA,2019-12-23,845.38
7739,CHUPACA BUSINESS,2019-12-23,3173.34
7740,LANCERO - TINGO MARIA,2019-12-23,437.23
7741,LIDER - TRUJILLO,2019-12-23,340.25
7743,ZV,2019-12-23,3521.35
7744,5M DISTRIBUCIONES,2019-12-24,751.91
7747,JRC - NAZCA,2019-12-24,967.28
7749,VEGA - ESTE,2019-12-24,2158.87
7750,MARRACHE,2019-12-25,4147.92
7751,CALLAYUC,2019-12-26,6348.12
7752,DIPSA-AYACUCHO,2019-12-26,4050.54
7753,DISART,2019-12-26,3906.3
7754,JRC - ICA,2019-12-26,3532.58
7755,VEGA - SUR,2019-12-26,1130.87
7757,DISTRIBUIDORA CCM,2019-12-27,67290.0
7759,DYCART,2019-12-27,25951.25
7760,KONSUMASS,2019-12-27,4516.08
7761,LANCERO - HUANUCO,2019-12-27,235.74
7762,TAMBOS AQP,2019-12-27,4216.6
7763,TAYMI,2019-12-27,26190.34
7765,ECONOMYSA,2019-12-28,8459.47
7766,ESTILOS,2019-12-28,466.5
7767,P&PJ CHINCHA,2019-12-28,3267.46
7768,SAUL,2019-12-28,3440.33
7769,VEGA - ESTE,2019-12-28,3375.51
7770,CHUPACA BUSINESS,2019-12-30,10619.53
7771,CODIJISA - TRUJILLO,2019-12-30,3043.95
7773,MELVIN MICHEL AL,2019-12-31,11986.82
7775,VEGA - NORTE,2019-12-31,4225.0
7776,DICOBELSA - LIMA,2019-11-14,1827.61
7777,GUMISA - HUARAZ,2019-11-14,1794.07
7778,LAGUI,2019-11-14,12366.0
7779,SAUL,2019-11-14,2669.3
7780,URBANO,2019-11-14,1231.99
7781,VEGA - CENTRO,2019-11-14,3991.11
7783,CODIFER,2019-11-15,2493.92
7784,CODIJISA - TRUJILLO,2019-11-15,1568.84
7785,DICOBELSA - LIMA,2019-11-15,1862.15
7786,GUMISA - HUARAZ,2019-11-15,4524.71
7787,LAGUI,2019-11-15,5210.0
7788,LANCERO - TINGO MARIA,2019-11-15,338.33
7790,RICMAN,2019-11-15,6491.0
7791,URBANO,2019-11-15,1364.46
7792,VEGA - CENTRO,2019-11-15,2758.75
7793,CODIJISA - TRUJILLO,2019-11-16,1639.68
7794,DIJISA - LIMA,2019-11-16,889.85
7795,LANCERO - TINGO MARIA,2019-11-16,194.33
7797,RICMAN,2019-11-16,5901.0
7798,SAN JUAN,2019-11-16,2574.39
7799,TAYMI,2019-11-16,9878.47
7801,CURTIS ESTE,2019-11-18,667.62
7802,EUROVA,2019-11-18,23459.75
7803,STA APOLONIA - T,2019-11-18,8015.76
7804,TAMBOS LIMA,2019-11-18,12479.68
7806,AGA - TARAPOTO,2019-11-19,535.5
7808,KONSUMASS,2019-11-19,2911.38
7810,STA APOLONIA - T,2019-11-19,4263.01
7811,AGA - TARAPOTO,2019-11-20,1132.08
7813,KONSUMASS,2019-11-20,9454.07
7815,CODIJISA - PIURA,2019-11-21,13281.33
7816,LA GENOVESA - MOQUEGUA,2019-11-21,145.88
7817,MYG,2019-11-21,657.97
7818,MYL_HERMANOS,2019-11-21,15060.75
7819,PATITA SAC,2019-11-21,3254.21
7821,GRUPO SVS,2019-11-22,4472.42
7822,LA GENOVESA - MOQUEGUA,2019-11-22,31.63
7823,MYG,2019-11-22,529.35
7824,MYL_HERMANOS,2019-11-22,13082.83
7825,GRUPO SVS,2019-11-23,454.69
7826,JRC - NAZCA,2019-11-23,270.73
7827,VEGA - NORTE,2019-11-23,4770.34
7828,ALMACENES_SEVILLANO,2019-11-24,36.0
7829,ALMACENES_SEVILLANO,2019-11-25,3040.0
7830,FERROL,2019-11-25,2460.25
7831,LANCERO - PUCALLPA,2019-11-25,1048.92
7832,MOLISAC,2019-11-25,5092.59
7834,STA APOLONIA - CH,2019-11-25,3449.08
7835,TCA SAC,2019-11-25,2194.53
7836,VEGA - SUR,2019-11-25,1241.42
7837,AGA - MOYOBAMBA,2019-11-26,412.5
7838,DIPSA-AYACUCHO,2019-11-26,3676.62
7839,FERROL,2019-11-26,1075.73
7840,TEMMY,2019-11-26,2315.42
7841,VEGA - SUR,2019-11-26,1489.84
7842,5M DISTRIBUCIONES,2019-11-27,1502.86
7843,AGA - JAEN,2019-11-27,1899.97
7846,DYCART,2019-11-27,21006.63
7847,TEMMY,2019-11-27,2354.69
7848,AGA - JAEN,2019-11-28,1896.62
7850,SAUL,2019-11-28,3023.07
7851,URBANO,2019-11-28,1152.18
7852,CALLAYUC,2019-11-29,15713.62
7853,CODIJISA - CHIMBOTE,2019-11-29,1279.55
7854,GUMISA - HUARAZ,2019-11-29,1824.49
7855,JRC - ICA,2019-11-29,870.63
7856,LAGUI,2019-11-29,264.0
7857,LYG-CD_SAC,2019-11-29,8820.0
7858,URBANO,2019-11-29,1410.27
7859,CODIJISA - CHIMBOTE,2019-11-30,2159.3
7860,CODIJISA - TRUJILLO,2019-11-30,2230.37
7862,DACIA - LIMA,2019-11-30,1658.88
7863,DISTRIBUIDORA CCM,2019-11-30,39741.0
7864,LANCERO - HUANUCO,2019-11-30,285.86
7865,RICMAN,2019-11-30,11275.0
7866,SODALES,2019-11-30,29626.52
7867,ARCANGEL,2019-12-02,1819.0
7868,DIJISA - HUANCAYO,2019-12-02,103.43
7869,DIPSA-ANDAHUAYLAS,2019-12-02,1936.71
7870,EDUSA,2019-12-02,972.4
7871,LA GENOVESA - ILO,2019-12-02,119.97
7873,TAMBOS LIMA,2019-12-02,4.5
7875,DIPSA-ANDAHUAYLAS,2019-12-03,4966.71
7877,ZV,2019-12-03,5312.53
7880,EDUFARMA MERCADO,2019-12-04,5677.25
