,Marca,Fecha,Soles
1260,006 Nova,2020-10-18,8367.23
1261,008 Babysec,2021-04-09,2043711.86
1262,001 Elite,2020-12-01,1772091.99
1263,012 Higienol,2020-07-20,252306.62
1264,008 Babysec,2020-12-11,1974968.04
1265,006 Nova,2020-08-06,802799.29
1266,001 Elite,2020-06-25,3489001.87
1267,008 Babysec,2021-06-15,1795805.1
1268,037 Cotidian,2020-08-11,73252.93
1269,006 Nova,2021-02-08,1016528.72
1270,038 Ok Pet,2021-01-29,305.56
1271,001 Elite,2019-12-22,553892.62
1272,003 Noble,2021-03-30,2774522.45
1273,037 Cotidian,2020-08-17,75044.24
1274,036 Ladysoft,2020-06-12,266257.3
1275,012 Higienol,2020-05-11,417732.47
1276,006 Nova,2020-02-05,438934.36
1277,038 Ok Pet,2020-07-27,37.96
1278,037 Cotidian,2020-02-13,83390.71
1279,012 Higienol,2020-05-05,429545.26
1280,008 Babysec,2020-12-14,2131682.5
1281,003 Noble,2020-02-06,2413678.67
1282,001 Elite,2021-02-15,2466432.71
1283,038 Ok Pet,2021-01-26,419.57
1284,006 Nova,2020-08-09,46457.79
1285,008 Babysec,2021-06-18,2465881.63
1286,006 Nova,2020-08-03,824419.15
1287,036 Ladysoft,2020-06-15,245955.9
1288,038 Ok Pet,2021-02-01,355.23
1289,001 Elite,2019-12-25,30918.11
1290,008 Babysec,2019-10-26,2074871.89
1291,003 Noble,2021-04-02,82815.79
1292,036 Ladysoft,2020-12-18,195514.52
1293,008 Babysec,2019-10-23,1988685.29
1294,037 Cotidian,2020-02-10,37828.24
1295,036 Ladysoft,2020-12-15,196656.86
1296,012 Higienol,2019-11-04,431369.2
1297,037 Cotidian,2020-08-14,73870.54
1298,012 Higienol,2020-05-08,368060.07
1299,008 Babysec,2020-12-17,2008973.57
1300,003 Noble,2020-02-09,8584.65
1301,001 Elite,2021-02-12,3255952.77
1302,036 Ladysoft,2019-12-15,8918.03
1303,006 Nova,2021-04-01,268969.22
1304,008 Babysec,2020-04-17,3037191.7
1305,003 Noble,2021-04-05,1403309.37
1306,008 Babysec,2020-04-23,3044075.79
1307,036 Ladysoft,2020-06-18,284320.56
1308,012 Higienol,2019-11-13,548681.68
1309,037 Cotidian,2021-02-07,1360.01
1310,008 Babysec,2019-10-20,395488.01
1311,037 Cotidian,2021-02-13,81331.17
1312,006 Nova,2020-02-11,444894.51
1313,012 Higienol,2019-11-07,592936.08
1314,003 Noble,2020-04-01,1529462.56
1315,036 Ladysoft,2019-12-21,187927.72
1316,001 Elite,2020-06-19,3270978.35
1317,003 Noble,2020-10-04,49665.09
1318,037 Cotidian,2019-12-20,65002.46
1319,001 Elite,2020-12-22,3907364.92
1320,008 Babysec,2020-04-20,1906537.84
1321,037 Cotidian,2021-02-10,82237.91
1322,037 Cotidian,2020-08-08,60552.62
1323,006 Nova,2021-04-04,45708.2
1324,003 Noble,2021-04-08,1866505.02
1325,001 Elite,2020-06-22,3067685.34
1326,036 Ladysoft,2021-02-08,227014.98
1327,008 Babysec,2021-06-12,2685586.46
1328,008 Babysec,2019-10-17,2595842.76
1329,001 Elite,2019-12-19,4155170.9
1330,012 Higienol,2019-11-10,4740.38
1331,038 Ok Pet,2020-07-30,817.12
1332,006 Nova,2020-02-08,485211.08
1333,006 Nova,2020-08-12,1068677.81
1334,001 Elite,2020-06-16,3551575.56
1335,003 Noble,2020-10-01,1864360.41
1336,036 Ladysoft,2019-12-18,231021.53
1337,012 Higienol,2020-12-29,453008.25
1338,036 Ladysoft,2021-02-17,245988.26
1339,008 Babysec,2019-12-20,1843927.83
1340,001 Elite,2020-02-21,3372092.72
1341,008 Babysec,2020-06-23,2206794.08
1342,036 Ladysoft,2021-02-11,222774.91
1343,003 Noble,2019-10-04,2114741.21
1344,006 Nova,2020-06-09,648316.73
1345,012 Higienol,2021-01-07,378864.02
1346,037 Cotidian,2021-04-15,64028.06
1347,001 Elite,2020-02-18,5583220.4
1348,003 Noble,2020-04-07,1614885.35
1349,038 Ok Pet,2021-03-25,322.75
1350,037 Cotidian,2020-10-11,209.13
1351,006 Nova,2019-12-06,427076.88
1352,036 Ladysoft,2020-08-12,257619.6
1353,038 Ok Pet,2021-03-31,736.75
1354,036 Ladysoft,2021-02-14,16439.92
1355,003 Noble,2020-04-10,4205.62
1356,008 Babysec,2019-12-23,1813316.12
1357,012 Higienol,2020-07-05,1438.82
1358,008 Babysec,2019-12-17,2289724.67
1359,001 Elite,2020-08-22,2877995.69
1360,008 Babysec,2021-02-10,1697474.8
1361,001 Elite,2020-02-15,3409845.77
1362,003 Noble,2020-04-04,2280323.38
1363,006 Nova,2020-06-12,1004264.16
1364,012 Higienol,2020-07-02,267752.78
1365,003 Noble,2021-05-30,51383.19
1366,038 Ok Pet,2020-09-23,1109.08
1367,006 Nova,2019-12-09,317454.58
1368,037 Cotidian,2020-10-08,85931.95
1369,012 Higienol,2021-01-04,231352.68
1370,003 Noble,2020-10-07,2964341.2
1371,037 Cotidian,2020-10-14,87324.71
1372,001 Elite,2021-02-18,2155995.54
1373,012 Higienol,2020-01-04,365499.24
1374,038 Ok Pet,2020-10-02,526.47
1375,012 Higienol,2020-01-10,527983.9
1376,037 Cotidian,2021-04-06,82005.72
1377,001 Elite,2020-08-16,22060.43
1378,012 Higienol,2020-07-08,226534.1
1379,003 Noble,2019-10-10,1989087.54
1380,006 Nova,2021-02-02,1252609.54
1381,008 Babysec,2020-06-17,2362098.14
1382,003 Noble,2021-06-02,1361788.66
1383,036 Ladysoft,2020-02-14,184124.87
1384,001 Elite,2021-02-21,24051.18
1385,008 Babysec,2020-12-20,108693.18
1386,003 Noble,2020-11-28,2764523.66
1387,038 Ok Pet,2020-09-26,1391.95
1388,006 Nova,2019-12-12,446303.33
1389,036 Ladysoft,2020-08-18,248138.26
1390,003 Noble,2019-10-07,1850269.78
1391,038 Ok Pet,2020-09-29,1159.44
1392,037 Cotidian,2020-02-19,58889.11
1393,012 Higienol,2020-01-07,631792.72
1394,003 Noble,2019-10-13,34801.12
1395,038 Ok Pet,2020-03-27,45.6
1396,001 Elite,2020-08-19,3623918.03
1397,008 Babysec,2020-06-20,1722420.22
1398,037 Cotidian,2021-04-09,42598.79
1399,012 Higienol,2020-07-11,221822.82
1400,006 Nova,2021-02-05,1065235.7
1401,037 Cotidian,2021-04-12,39662.4
1402,036 Ladysoft,2020-08-21,364470.43
1403,036 Ladysoft,2020-02-11,249289.36
1404,006 Nova,2021-01-30,2873313.94
1405,003 Noble,2021-06-05,1985247.59
1406,008 Babysec,2020-06-14,115715.38
1407,003 Noble,2020-12-01,1209379.72
1408,036 Ladysoft,2020-08-15,172624.03
1409,012 Higienol,2021-02-28,7535.61
1410,006 Nova,2019-12-15,37476.8
1411,003 Noble,2020-12-07,2255141.11
1412,037 Cotidian,2021-06-12,177537.58
1413,006 Nova,2019-10-06,8413.94
1414,012 Higienol,2021-03-09,329792.69
1415,001 Elite,2020-10-22,2845150.83
1416,012 Higienol,2021-03-03,290734.26
1417,037 Cotidian,2019-10-20,3180.21
1418,038 Ok Pet,2020-03-30,5.76
1419,036 Ladysoft,2020-02-20,170697.45
1420,008 Babysec,2020-08-20,2968316.65
1421,003 Noble,2020-06-04,2940670.24
1422,008 Babysec,2020-01-14,2095167.76
1423,003 Noble,2020-09-25,2088107.38
1424,012 Higienol,2021-03-13,266125.96
1425,037 Cotidian,2021-02-19,75777.01
1426,006 Nova,2020-05-15,770375.26
1427,006 Nova,2019-11-11,319274.02
1428,012 Higienol,2020-09-11,283997.39
1429,008 Babysec,2021-03-10,1946079.99
1430,012 Higienol,2020-03-09,556503.88
1431,036 Ladysoft,2020-07-08,262281.62
1432,001 Elite,2020-06-05,3634766.22
1433,001 Elite,2019-12-02,2842494.23
1434,008 Babysec,2020-07-18,2392937.92
1435,036 Ladysoft,2020-07-02,197346.4
1436,001 Elite,2021-01-23,2512578.77
1437,003 Noble,2020-09-28,2933040.98
1438,038 Ok Pet,2020-07-24,448.16
1439,008 Babysec,2020-01-17,4120765.78
1440,003 Noble,2020-09-22,2515314.16
1441,037 Cotidian,2021-02-16,69202.01
1442,038 Ok Pet,2021-03-13,196.91
1443,001 Elite,2019-12-05,3935214.35
1444,006 Nova,2019-11-08,352376.24
1445,037 Cotidian,2021-02-22,76025.28
1446,036 Ladysoft,2020-07-05,1325.81
1447,012 Higienol,2020-09-08,327784.5
1448,036 Ladysoft,2021-01-07,228326.15
1449,012 Higienol,2020-03-06,341402.96
1450,006 Nova,2020-05-18,667471.52
1451,001 Elite,2019-11-29,4085532.97
1452,037 Cotidian,2019-12-29,1826.46
1453,003 Noble,2020-03-23,2010478.94
1454,006 Nova,2020-05-12,844888.21
1455,003 Noble,2021-05-21,1773385.72
1456,036 Ladysoft,2020-01-07,248106.09
1457,012 Higienol,2020-03-15,44387.67
1458,012 Higienol,2019-09-11,518284.12
1459,001 Elite,2020-06-02,4781204.3
1460,001 Elite,2020-05-27,4700353.88
1461,006 Nova,2019-11-17,21248.36
1462,012 Higienol,2021-05-07,274856.03
1463,038 Ok Pet,2021-03-16,317.78
1464,012 Higienol,2021-05-04,288354.47
1465,008 Babysec,2020-07-12,92669.77
1466,008 Babysec,2021-01-14,3338349.42
1467,003 Noble,2019-09-22,142417.84
1468,003 Noble,2019-09-28,2111463.02
1469,038 Ok Pet,2020-09-14,430.33
1470,037 Cotidian,2020-06-29,55059.5
1471,006 Nova,2021-01-05,866778.24
1472,036 Ladysoft,2021-02-28,9242.67
1473,037 Cotidian,2019-12-26,66934.42
1474,003 Noble,2020-03-26,2974404.96
1475,012 Higienol,2019-09-08,15932.66
1476,037 Cotidian,2020-06-23,50365.33
1477,001 Elite,2020-05-30,4843059.89
1478,006 Nova,2019-11-14,364599.67
1479,036 Ladysoft,2020-01-04,155662.22
1480,038 Ok Pet,2021-03-19,75.8
1481,001 Elite,2020-12-02,2864222.66
1482,036 Ladysoft,2020-01-10,261634.03
1483,003 Noble,2021-05-18,1450219.93
1484,003 Noble,2019-09-25,2074346.82
1485,006 Nova,2021-01-08,1320236.41
1486,038 Ok Pet,2020-09-17,2081.34
1487,008 Babysec,2021-01-17,54717.4
1488,038 Ok Pet,2021-03-22,95.14
1489,037 Cotidian,2020-06-26,60697.68
1490,012 Higienol,2020-11-02,236617.33
1491,008 Babysec,2020-07-15,2927438.4
1492,008 Babysec,2020-01-11,2224050.41
1493,003 Noble,2020-03-29,47072.89
1494,037 Cotidian,2019-12-23,46495.87
1495,012 Higienol,2020-03-12,497265.49
1496,037 Cotidian,2020-02-22,79045.73
1497,036 Ladysoft,2020-09-01,218158.07
1498,012 Higienol,2020-11-08,5827.42
1499,006 Nova,2019-09-11,415309.6
1500,001 Elite,2020-01-29,3932367.7
1501,037 Cotidian,2020-02-28,52633.02
1502,003 Noble,2021-05-27,1650781.73
1503,012 Higienol,2019-09-17,518842.9
1504,006 Nova,2021-05-13,1036975.48
1505,008 Babysec,2020-03-15,69864.14
1506,006 Nova,2021-05-07,771502.64
1507,003 Noble,2020-05-20,2190911.53
1508,008 Babysec,2020-09-17,2235095.18
1509,006 Nova,2019-09-17,325825.03
1510,001 Elite,2020-08-05,3095575.82
1511,003 Noble,2020-11-22,34100.83
1512,036 Ladysoft,2021-03-06,177886.29
1513,037 Cotidian,2020-08-29,68714.19
1514,006 Nova,2020-03-18,636891.26
1515,001 Elite,2020-02-01,2056073.6
1516,003 Noble,2021-05-24,2543010.63
1517,037 Cotidian,2020-02-25,94304.23
1518,036 Ladysoft,2020-08-29,248318.95
1519,012 Higienol,2020-11-05,347686.1
1520,003 Noble,2019-10-01,1061233.69
1521,012 Higienol,2019-09-14,455017.53
1522,006 Nova,2020-11-05,1018952.28
1523,012 Higienol,2021-05-10,290749.18
1524,006 Nova,2021-05-10,914039.25
1525,003 Noble,2020-11-25,2368399.47
1526,008 Babysec,2020-03-12,1936534.09
1527,008 Babysec,2020-09-14,2636200.98
1528,003 Noble,2020-11-19,2018949.66
1529,037 Cotidian,2021-04-18,1662.2
1530,006 Nova,2019-09-14,322933.65
1531,012 Higienol,2020-05-06,405875.56
1532,001 Elite,2020-08-02,86764.3
1533,036 Ladysoft,2021-03-03,201698.13
1534,008 Babysec,2020-09-08,2118172.45
1535,038 Ok Pet,2020-03-24,45.6
1536,036 Ladysoft,2021-04-27,240815.2
1537,001 Elite,2021-01-26,2967896.18
1538,008 Babysec,2021-03-13,1963401.4
1539,003 Noble,2020-05-29,3098326.7
1540,006 Nova,2020-11-08,46374.23
1541,036 Ladysoft,2020-09-07,234657.69
1542,008 Babysec,2020-01-20,3533400.67
1543,036 Ladysoft,2020-03-08,1316.49
1544,001 Elite,2019-12-08,61721.89
1545,001 Elite,2021-02-01,2891752.46
1546,037 Cotidian,2021-02-25,77758.03
1547,038 Ok Pet,2021-05-13,1367.18
1548,012 Higienol,2020-05-09,372986.42
1549,037 Cotidian,2020-08-23,66.5
1550,038 Ok Pet,2021-05-19,176.43
1551,008 Babysec,2020-09-11,2125493.11
1552,012 Higienol,2020-11-11,284128.92
1553,001 Elite,2020-07-30,3559294.9
1554,006 Nova,2020-05-09,592270.58
1555,008 Babysec,2021-03-16,1853051.33
1556,036 Ladysoft,2020-09-04,200823.23
1557,006 Nova,2020-11-11,1209349.59
1558,003 Noble,2020-05-26,2262385.76
1559,001 Elite,2021-01-29,7917701.53
1560,036 Ladysoft,2020-03-02,186087.79
1561,003 Noble,2019-11-22,2189956.46
1562,012 Higienol,2019-11-08,512181.14
1563,037 Cotidian,2020-08-20,112896.7
1564,036 Ladysoft,2020-03-05,215385.82
1565,003 Noble,2020-05-23,1458462.12
1566,012 Higienol,2020-05-12,366588.99
1567,006 Nova,2020-11-14,831415.36
1568,001 Elite,2020-07-27,2918823.08
1569,038 Ok Pet,2020-11-11,4204.51
1570,037 Cotidian,2020-08-26,104985.19
1571,038 Ok Pet,2020-11-17,2427.97
1572,008 Babysec,2020-05-12,2662780.56
1573,006 Nova,2021-03-13,739740.22
1574,001 Elite,2020-09-29,4003362.49
1575,001 Elite,2020-03-27,3624308.21
1576,008 Babysec,2020-11-14,4167690.96
1577,003 Noble,2019-12-01,5992.7
1578,038 Ok Pet,2020-05-15,19.92
1579,003 Noble,2019-11-25,1803296.83
1580,008 Babysec,2019-12-22,445927.41
1581,006 Nova,2021-06-11,944795.06
1582,038 Ok Pet,2020-08-13,263.59
1583,001 Elite,2021-01-03,67209.63
1584,003 Noble,2020-10-18,49864.16
1585,006 Nova,2020-12-07,1020876.15
1586,036 Ladysoft,2021-01-27,240964.33
1587,012 Higienol,2020-02-15,344111.5
1588,008 Babysec,2020-08-10,2855160.39
1589,038 Ok Pet,2020-08-19,882.9
1590,001 Elite,2020-07-01,5005805.23
1591,003 Noble,2020-02-29,4006175.18
1592,037 Cotidian,2020-07-28,16914.6
1593,006 Nova,2020-12-13,53267.57
1594,037 Cotidian,2020-07-25,50255.71
1595,036 Ladysoft,2021-01-30,348510.2
1596,036 Ladysoft,2019-12-09,201986.46
1597,003 Noble,2021-04-22,2310452.4
1598,012 Higienol,2021-04-05,331640.93
1599,037 Cotidian,2021-01-27,112800.48
1600,038 Ok Pet,2021-02-18,486.2
1601,001 Elite,2020-12-31,4496288.7
1602,012 Higienol,2021-04-02,14930.21
1603,008 Babysec,2021-02-15,1819105.66
1604,001 Elite,2020-06-28,3428.8
1605,006 Nova,2020-12-10,953697.87
1606,012 Higienol,2020-02-12,460968.12
1607,008 Babysec,2020-08-13,2262650.29
1608,012 Higienol,2020-10-04,6334.32
1609,036 Ladysoft,2019-12-06,174562.69
1610,037 Cotidian,2020-07-22,74832.26
1611,008 Babysec,2021-02-12,1906251.81
1612,006 Nova,2019-10-19,303611.7
1613,036 Ladysoft,2019-12-12,232815.71
1614,003 Noble,2021-04-19,1740991.91
1615,003 Noble,2021-04-25,14156.44
1616,012 Higienol,2021-04-08,366585.14
1617,003 Noble,2020-10-24,3619781.7
1618,008 Babysec,2019-12-16,1914604.78
1619,001 Elite,2019-11-06,4821317.82
1620,036 Ladysoft,2020-08-03,208881.54
1621,012 Higienol,2020-10-10,309748.74
1622,036 Ladysoft,2021-02-05,247126.17
1623,037 Cotidian,2019-12-03,44109.81
1624,038 Ok Pet,2020-02-15,160.34
1625,003 Noble,2020-04-21,2277276.25
1626,012 Higienol,2020-04-07,272552.31
1627,037 Cotidian,2019-11-30,130117.84
1628,008 Babysec,2021-02-09,1853242.28
1629,001 Elite,2021-06-26,2203062.06
1630,012 Higienol,2021-04-11,1021.32
1631,003 Noble,2019-09-02,1753373.87
1632,008 Babysec,2020-06-19,2022893.51
1633,038 Ok Pet,2020-08-22,111.88
1634,006 Nova,2020-06-13,1019544.07
1635,012 Higienol,2020-10-07,414079.65
1636,001 Elite,2020-12-28,4506517.19
1637,006 Nova,2019-12-10,455574.03
1638,037 Cotidian,2021-01-21,93402.03
1639,001 Elite,2020-05-07,3889986.83
1640,037 Cotidian,2021-01-18,56581.85
1641,008 Babysec,2019-12-19,2263994.51
1642,006 Nova,2020-06-16,1016904.54
1643,036 Ladysoft,2020-08-06,194213.73
1644,003 Noble,2020-10-21,2305535.44
1645,036 Ladysoft,2020-07-31,332840.41
1646,003 Noble,2020-10-27,3481198.56
1647,001 Elite,2019-11-03,144397.94
1648,036 Ladysoft,2021-02-02,219467.85
1649,006 Nova,2020-06-10,530439.2
1650,038 Ok Pet,2020-02-18,23.11
1651,037 Cotidian,2021-01-24,191.82
1652,008 Babysec,2021-02-06,1881819.87
1653,001 Elite,2020-12-25,22877.85
1654,036 Ladysoft,2020-08-09,2806.97
1655,037 Cotidian,2020-09-24,81851.51
1656,008 Babysec,2021-04-11,119753.64
1657,037 Cotidian,2021-03-29,61161.2
1658,006 Nova,2020-04-07,636752.86
1659,001 Elite,2020-01-06,5050505.05
1660,012 Higienol,2020-04-13,416074.49
1661,001 Elite,2020-08-25,4595983.74
1662,038 Ok Pet,2020-10-13,786.13
1663,036 Ladysoft,2021-03-29,255676.71
1664,001 Elite,2021-02-27,5781241.12
1665,008 Babysec,2020-02-18,1850915.72
1666,003 Noble,2020-04-24,1776429.97
1667,008 Babysec,2020-10-10,2016210.69
1668,003 Noble,2020-04-30,3128518.22
1669,038 Ok Pet,2021-04-20,1394.64
1670,037 Cotidian,2021-03-23,46590.8
1671,036 Ladysoft,2020-02-08,150305.22
1672,012 Higienol,2021-06-05,322919.72
1673,038 Ok Pet,2021-04-14,308.38
1674,012 Higienol,2019-10-10,583547.3
1675,036 Ladysoft,2020-02-02,5104.76
1676,006 Nova,2020-04-10,168.59
1677,003 Noble,2021-06-16,1472545.25
1678,012 Higienol,2020-10-13,353449.87
1679,006 Nova,2020-10-13,802050.2
1680,037 Cotidian,2021-03-26,44672.83
1681,008 Babysec,2021-04-14,2129159.82
1682,037 Cotidian,2020-09-21,67670.77
1683,003 Noble,2020-04-27,2436063.51
1684,001 Elite,2021-03-02,1830130.85
1685,038 Ok Pet,2021-04-17,328.67
1686,001 Elite,2021-02-24,2593941.56
1687,012 Higienol,2019-10-07,590596.04
1688,003 Noble,2021-06-19,2580240.75
1689,012 Higienol,2021-06-02,262601.26
1690,006 Nova,2020-10-10,692328.07
1691,003 Noble,2019-10-24,3311881.93
1692,036 Ladysoft,2020-02-05,202754.68
1693,008 Babysec,2020-08-16,461.02
1694,036 Ladysoft,2021-04-04,23995.86
1695,008 Babysec,2020-02-12,1753787.22
1696,012 Higienol,2021-06-11,433102.24
1697,037 Cotidian,2020-01-30,32755.3
1698,006 Nova,2019-10-10,391547.12
1699,037 Cotidian,2020-01-24,94752.42
1700,006 Nova,2020-04-13,1178977.77
1701,038 Ok Pet,2020-10-19,1688.08
1702,012 Higienol,2020-12-07,350312.13
1703,003 Noble,2020-12-18,1897171.33
1704,006 Nova,2019-10-16,349771.05
1705,001 Elite,2019-12-31,4694252.33
1706,003 Noble,2021-06-22,1990899.99
1707,006 Nova,2021-06-05,1119090.67
1708,036 Ladysoft,2020-09-30,439601.26
1709,003 Noble,2019-10-27,89801.6
1710,012 Higienol,2019-10-16,477541.66
1711,008 Babysec,2021-04-08,2007115.46
1712,036 Ladysoft,2021-04-01,95700.82
1713,038 Ok Pet,2020-10-22,2776.24
1714,037 Cotidian,2020-01-27,71270.71
1715,036 Ladysoft,2021-04-07,217446.95
1716,012 Higienol,2021-06-08,421200.82
1717,006 Nova,2020-12-04,782451.43
1718,037 Cotidian,2020-07-31,179564.05
1719,006 Nova,2020-04-16,430385.17
1720,008 Babysec,2020-08-19,2949018.25
1721,012 Higienol,2020-12-04,276781.45
1722,001 Elite,2020-07-04,3112087.88
1723,003 Noble,2020-12-21,2441580.23
1724,038 Ok Pet,2020-10-16,679.92
1725,037 Cotidian,2021-03-20,64526.53
1726,012 Higienol,2019-10-13,14539.38
1727,001 Elite,2019-12-28,5443146.53
1728,012 Higienol,2020-06-04,336734.84
1729,003 Noble,2021-06-25,2410074.41
1730,001 Elite,2020-01-03,3105078.56
1731,006 Nova,2019-10-13,7853.19
1732,008 Babysec,2020-02-15,1266464.77
1733,006 Nova,2021-06-08,1000620.84
1734,003 Noble,2019-10-30,2817711.02
1735,008 Babysec,2020-04-19,17689.98
1736,003 Noble,2020-06-21,36355.93
1737,006 Nova,2021-04-05,755696.79
1738,008 Babysec,2020-02-06,2129530.62
1739,036 Ladysoft,2020-09-03,280197.11
1740,001 Elite,2020-04-09,519146.17
1741,036 Ladysoft,2020-03-01,1041.7
1742,003 Noble,2019-11-21,1927942.62
1743,008 Babysec,2021-03-30,2490863.94
1744,001 Elite,2020-04-03,4407710.29
1745,037 Cotidian,2021-06-25,78800.54
1746,003 Noble,2020-05-22,1716865.09
1747,006 Nova,2020-04-25,662880.79
1748,038 Ok Pet,2021-05-15,179.48
1749,012 Higienol,2020-08-19,432766.55
1750,006 Nova,2021-06-17,974635.25
1751,006 Nova,2019-10-22,331464.49
1752,037 Cotidian,2019-10-30,86289.28
1753,012 Higienol,2021-02-21,1225.57
1754,038 Ok Pet,2020-11-10,1051.23
1755,036 Ladysoft,2021-04-26,185992.7
1756,037 Cotidian,2019-10-27,2381.58
1757,006 Nova,2021-06-14,871469.77
1758,008 Babysec,2020-02-09,9716.11
1759,012 Higienol,2020-08-22,284546.88
1760,008 Babysec,2020-02-03,1942230.49
1761,001 Elite,2020-04-06,3981731.32
1762,003 Noble,2019-11-18,2150285.63
1763,008 Babysec,2020-08-07,3061075.54
1764,036 Ladysoft,2020-03-04,267469.7
1765,012 Higienol,2020-02-18,523463.83
1766,037 Cotidian,2020-04-30,81338.54
1767,006 Nova,2020-10-25,34630.28
1768,037 Cotidian,2021-06-22,151345.31
1769,006 Nova,2020-04-22,615921.86
1770,038 Ok Pet,2021-05-12,1592.89
1771,008 Babysec,2021-03-27,2395390.53
1772,001 Elite,2020-10-06,2628431.15
1773,003 Noble,2020-05-25,2280114.32
1774,006 Nova,2020-04-28,522422.91
1775,001 Elite,2021-05-29,1868519.9
1776,001 Elite,2019-10-03,3938203.4
1777,038 Ok Pet,2020-11-07,2730.37
1778,012 Higienol,2020-02-21,420246.64
1779,036 Ladysoft,2021-04-29,235081.96
1780,037 Cotidian,2020-04-27,98071.23
1781,001 Elite,2020-10-03,2164172.81
1782,036 Ladysoft,2020-10-25,13195.25
1783,012 Higienol,2020-08-25,295001.94
1784,003 Noble,2019-11-27,2102657.31
1785,008 Babysec,2020-01-31,2580951.04
1786,001 Elite,2020-03-31,6072558.69
1787,006 Nova,2020-12-16,2126889.5
1788,006 Nova,2021-06-23,1281186.25
1789,003 Noble,2021-01-12,2724225.03
1790,008 Babysec,2020-08-01,1835736.86
1791,037 Cotidian,2020-10-27,70365.1
1792,008 Babysec,2021-02-03,1960677.02
1793,036 Ladysoft,2021-05-02,125.85
1794,012 Higienol,2021-04-17,362340.76
1795,036 Ladysoft,2019-09-06,254557.61
1796,003 Noble,2021-01-18,2954445.11
1797,001 Elite,2021-04-07,3070459.81
1798,037 Cotidian,2021-05-01,396.36
1799,001 Elite,2021-04-04,154569.22
1800,006 Nova,2019-10-28,345350.17
1801,038 Ok Pet,2020-11-16,1326.77
1802,012 Higienol,2020-02-24,413137.62
1803,001 Elite,2020-09-30,5654732.13
1804,038 Ok Pet,2020-05-14,109.73
1805,037 Cotidian,2020-11-02,40049.19
1806,036 Ladysoft,2020-10-28,260024.84
1807,006 Nova,2020-12-19,1643283.57
1808,003 Noble,2019-11-24,27748.53
1809,036 Ladysoft,2020-03-07,188501.21
1810,008 Babysec,2020-08-04,2357966.26
1811,006 Nova,2021-06-20,35315.75
1812,037 Cotidian,2020-10-30,111150.02
1813,036 Ladysoft,2019-09-03,159080.74
1814,006 Nova,2019-10-31,635993.34
1815,012 Higienol,2021-04-14,292199.49
1816,038 Ok Pet,2020-11-13,7903.3
1817,003 Noble,2021-01-15,2016347.55
1818,006 Nova,2019-10-25,377582.21
1819,008 Babysec,2021-05-27,2339690.24
1820,012 Higienol,2020-10-16,311173.37
1821,012 Higienol,2021-04-20,484830.08
1822,036 Ladysoft,2020-05-01,78999.88
1823,003 Noble,2020-07-16,2692036.17
1824,006 Nova,2020-10-16,682222.0
1825,003 Noble,2020-07-22,2795216.79
1826,008 Babysec,2020-10-07,2799485.29
1827,003 Noble,2020-01-18,1829247.35
1828,036 Ladysoft,2020-11-03,184865.24
1829,001 Elite,2020-12-03,2671045.17
1830,006 Nova,2020-02-27,417956.98
1831,036 Ladysoft,2020-04-28,249522.21
1832,037 Cotidian,2020-06-27,64498.31
1833,008 Babysec,2020-04-01,1840982.27
1834,006 Nova,2021-04-17,812045.5
1835,012 Higienol,2021-04-23,315748.81
1836,003 Noble,2020-07-19,37427.35
1837,001 Elite,2020-12-06,91956.03
1838,003 Noble,2021-01-21,2170502.02
1839,001 Elite,2020-06-03,5751876.1
1840,037 Cotidian,2020-12-30,133959.45
1841,008 Babysec,2020-10-04,45001.79
1842,006 Nova,2020-02-24,480706.76
1843,038 Ok Pet,2020-05-20,114.29
1844,012 Higienol,2020-10-19,277716.09
1845,036 Ladysoft,2020-10-31,442364.47
1846,008 Babysec,2019-10-01,1293149.19
1847,037 Cotidian,2020-06-30,128269.59
1848,008 Babysec,2020-04-04,2033777.13
1849,038 Ok Pet,2021-01-07,1344.05
1850,037 Cotidian,2019-12-27,68984.95
1851,006 Nova,2021-04-20,750473.11
1852,036 Ladysoft,2019-09-09,198723.47
1853,001 Elite,2019-10-06,158939.97
1854,036 Ladysoft,2020-05-07,348382.0
1855,008 Babysec,2021-04-05,2099214.18
1856,037 Cotidian,2020-06-24,71976.05
1857,003 Noble,2021-03-17,1991728.65
1858,012 Higienol,2020-10-22,360392.84
1859,006 Nova,2020-10-22,725395.32
1860,038 Ok Pet,2020-07-11,749.27
1861,006 Nova,2020-04-19,87402.91
1862,001 Elite,2020-11-27,2661519.2
1863,008 Babysec,2020-10-01,1136936.16
1864,037 Cotidian,2020-12-27,2159.06
1865,003 Noble,2020-01-21,1940118.97
1866,036 Ladysoft,2021-06-26,133618.8
1867,001 Elite,2021-06-01,1288157.66
1868,012 Higienol,2020-04-19,5872.95
1869,001 Elite,2019-10-12,3710622.01
1870,036 Ladysoft,2019-10-31,398535.47
1871,037 Cotidian,2019-11-05,66273.36
1872,036 Ladysoft,2020-05-04,228132.9
1873,006 Nova,2021-04-23,695231.32
1874,006 Nova,2020-10-19,635381.96
1875,003 Noble,2021-03-14,62657.02
1876,008 Babysec,2020-09-28,2018411.83
1877,037 Cotidian,2020-12-24,46018.44
1878,003 Noble,2020-07-25,1893980.75
1879,001 Elite,2020-11-30,7200646.13
1880,038 Ok Pet,2021-01-13,1308.26
1881,012 Higienol,2020-04-22,459809.76
1882,001 Elite,2021-06-04,2081418.84
1883,012 Higienol,2020-04-16,400269.85
